event_id,ra,dec,energy,arrival_time,instrument,t90_s
bn250307832,265.64,2.21,3.9639e-06,60741.8319,Fermi-GBM,11.837
bn190728271,356.69,5.43,3.2273e-07,58692.2713,Fermi-GBM,0.832
bn160301215,114.4,2.29,5.9349e-06,57448.2155,Fermi-GBM,29.697
bn260411337,85.5679,1.9849,2.4467e-05,61141.3365,Fermi-GBM,32.769
bn260107831,338.97,2.01,6.7063e-06,61047.8313,Fermi-GBM,21.248
bn210417957,157.46,2.32,1.598e-07,59321.9568,Fermi-GBM,0.832
bn210404141,175.55,2.34,2.1673e-07,59308.1412,Fermi-GBM,1.344
bn220107793,216.5,20.0,2.6107e-05,59586.7927,Fermi-GBM,24.833
bn230129254,111.94,2.35,1.2396e-07,59973.2537,Fermi-GBM,0.384
bn240616382,242.98,2.35,9.1904e-06,60477.3817,Fermi-GBM,9.472
bn210812011,183.66,2.37,2.1444e-06,59438.011,Fermi-GBM,37.633
bn110806934,112.04,2.38,7.1898e-06,55779.9344,Fermi-GBM,28.416
bn160908136,241.51,2.39,2.8305e-06,57639.1357,Fermi-GBM,156.672
bn101003244,175.85,2.49,2.2312e-06,55472.2438,Fermi-GBM,9.984
bn201007123,296.95,2.56,2.1519e-05,59129.1227,Fermi-GBM,195.332
bn230305052,31.45,2.41,2.559e-06,60008.0523,Fermi-GBM,34.816
bn141206254,320.56,2.42,5.366e-07,56997.2541,Fermi-GBM,4.608
bn200407265,278.11,2.43,6.6105e-07,58946.2653,Fermi-GBM,3.072
bn220823145,82.94,2.44,2.1966e-07,59814.1451,Fermi-GBM,1.088
bn210929821,262.95,2.44,3.6173e-07,59486.8211,Fermi-GBM,10.752
bn110726211,317.71,2.47,4.3614e-06,55768.2111,Fermi-GBM,29.953
bn091227294,296.94,2.6,6.8894e-06,55192.2939,Fermi-GBM,21.888
bn180718082,336.019,2.79,8.5834e-08,58317.0818,Fermi-GBM,0.08
bn130929375,200.93,2.8,3.2263e-07,56564.3752,Fermi-GBM,2.304
bn130117087,341.24,2.81,2.8491e-06,56309.0869,Fermi-GBM,78.848
bn160314473,161.99,2.83,1.3226e-07,57461.4732,Fermi-GBM,1.664
bn190323303,142.07,2.84,1.1369e-05,58565.3034,Fermi-GBM,30.465
bn180111815,177.17,2.9,1.7352e-06,58129.8153,Fermi-GBM,19.2
bn240824549,17.835,2.62,2.4384e-07,60546.5495,Fermi-GBM,1.472
bn190905985,234.48,3.12,5.5119e-07,58731.9851,Fermi-GBM,0.704
bn220129873,244.35,2.9,2.6005e-07,59608.8733,Fermi-GBM,2.048
bn110302043,122.35,2.91,3.7301e-06,55622.043,Fermi-GBM,38.336
bn150412507,186.79,2.91,1.2957e-07,57124.5074,Fermi-GBM,0.576
bn100616773,342.91,3.09,2.7583e-07,55363.7726,Fermi-GBM,0.192
bn090331681,210.5,3.1,3.4457e-07,54921.6808,Fermi-GBM,0.832
bn080829790,221.9,3.2,2.525e-06,54707.79,Fermi-GBM,7.68
bn241016467,8.76,3.14,3.1715e-07,60599.4671,Fermi-GBM,0.832
bn140113183,75.63,3.18,2.6523e-06,56670.1833,Fermi-GBM,68.864
bn180728575,222.35,3.26,1.3343e-06,58327.5753,Fermi-GBM,6.144
bn200404706,61.93,3.27,3.8916e-06,58943.7063,Fermi-GBM,26.624
bn091231540,241.26,3.29,7.0907e-07,55196.5401,Fermi-GBM,15.616
bn260120963,261.98,3.35,1.587e-06,61060.9633,Fermi-GBM,8.128
bn150215026,305.62,3.38,2.1519e-07,57068.026,Fermi-GBM,0.512
bn111127810,103.7,3.5,8.6427e-06,55892.8104,Fermi-GBM,19.008
bn250717158,22.85,3.51,4.34e-06,60873.1585,Fermi-GBM,15.616
bn241201622,179.85,3.18,7.6815e-06,60645.6222,Fermi-GBM,7.68
bn130504978,91.6305,3.8339,0.00012872,56416.9784,Fermi-GBM,73.217
bn170918139,36.56,3.52,8.8478e-08,58014.1392,Fermi-GBM,0.128
bn210531500,135.79,3.52,6.8924e-05,59365.5,Fermi-GBM,20.48
bn090908314,282.25,3.54,3.8184e-06,55082.3138,Fermi-GBM,71.937
bn160822672,272.129,3.584,2.9504e-06,57622.672,Fermi-GBM,0.04
bn170810918,187.939,3.6603,7.1261e-06,57975.9178,Fermi-GBM,136.96
bn150724782,351.92,3.67,2.8004e-05,57227.7817,Fermi-GBM,37.889
bn111226795,21.5,3.87,1.1451e-05,55921.7951,Fermi-GBM,74.753
bn100223110,104.5,3.7,1.4986e-06,55250.1098,Fermi-GBM,0.256
bn180127879,258.96,3.74,1.43e-06,58145.8791,Fermi-GBM,17.664
bn140610689,286.26,3.907,1.3801e-05,56818.6885,Fermi-GBM,134.144
bn231206789,41.87,3.91,5.8151e-07,60284.7893,Fermi-GBM,2.816
bn141207800,159.99,3.91,3.4197e-05,56998.7995,Fermi-GBM,20.992
bn100503554,147.48,3.96,1.6959e-05,55319.5542,Fermi-GBM,139.779
bn230114708,236.31,3.88,4.729e-06,59958.7078,Fermi-GBM,23.293
bn140516700,115.16,4.29,2.6435e-06,56793.6998,Fermi-GBM,38.144
bn200710036,77.88,3.98,8.4878e-08,59040.0362,Fermi-GBM,0.288
bn190915240,48.33,3.99,2.7288e-06,58741.2396,Fermi-GBM,13.824
bn220522110,32.57,4.03,1.0277e-06,59721.1104,Fermi-GBM,5.824
bn101208203,212.4,4.04,3.0979e-07,55538.2034,Fermi-GBM,0.192
bn181120265,20.38,4.17,3.5477e-06,58442.2648,Fermi-GBM,17.374
bn130906222,194.11,4.2,6.2735e-07,56541.2219,Fermi-GBM,11.264
bn120603439,198.794,4.326,6.7886e-07,56081.439,Fermi-GBM,0.384
bn150527283,288.96,4.2013,2.6008e-06,57169.2827,Fermi-GBM,20.736
bn220915022,135.68,4.28,4.8922e-06,59837.022,Fermi-GBM,43.777
bn100517243,10.44,4.43,2.6941e-06,55333.243,Fermi-GBM,29.633
bn211217295,8.88,4.45,1.2778e-06,59565.2948,Fermi-GBM,4.096
bn081012045,69.7,4.5,2.2896e-07,54751.0454,Fermi-GBM,1.216
bn090904581,261.65,4.56,1.6367e-06,55078.5814,Fermi-GBM,38.401
bn140824548,55.63,4.35,2.6866e-06,56893.5478,Fermi-GBM,4.096
bn080730520,245.4,4.6,4.8707e-06,54677.5203,Fermi-GBM,17.408
bn111124308,94.06,4.63,6.2632e-07,55889.3085,Fermi-GBM,8.96
bn200714437,208.56,4.72,6.9707e-06,59044.4366,Fermi-GBM,152.576
bn210207603,137.97,4.73,1.8115e-06,59252.6028,Fermi-GBM,11.008
bn150510139,16.16,4.79,9.8625e-05,57152.1388,Fermi-GBM,51.904
bn190605974,337.24,4.79,9.6376e-07,58639.9739,Fermi-GBM,3.584
bn220903125,147.05,4.94,1.2175e-06,59825.1254,Fermi-GBM,6.4
bn091220442,166.77,4.81,5.8327e-06,55185.4423,Fermi-GBM,18.368
bn131230808,73.05,4.84,4.1066e-06,56656.8084,Fermi-GBM,49.152
bn120415891,190.69,4.91,1.3047e-07,56032.8914,Fermi-GBM,0.96
bn230725439,207.23,4.92,3.0866e-07,60150.4395,Fermi-GBM,0.576
bn130626596,24.89,4.93,4.8195e-06,56469.5955,Fermi-GBM,28.16
bn110722694,215.06,5.0,2.114e-05,55764.6939,Fermi-GBM,73.473
bn110729142,353.39,4.97,4.6399e-05,55771.1424,Fermi-GBM,408.582
bn120111051,95.34,5.0,3.9676e-06,55937.051,Fermi-GBM,76.801
bn180506077,249.38,5.08,8.3008e-06,58244.0767,Fermi-GBM,44.033
bn241029097,325.327,5.086,9.5267e-06,60612.0972,Fermi-GBM,13.312
bn090411991,38.5,5.1,6.2129e-06,54932.9915,Fermi-GBM,14.336
bn200306934,349.53,5.1,9.2539e-08,58914.9343,Fermi-GBM,0.992
bn250531752,170.84,5.38,2.5051e-06,60826.7517,Fermi-GBM,12.544
bn080808565,33.6,5.4,3.9656e-06,54686.5651,Fermi-GBM,17.728
bn191129141,8.93,5.44,1.154e-05,58816.1406,Fermi-GBM,19.968
bn100719989,113.3,5.4,5.1938e-05,55396.9889,Fermi-GBM,21.824
bn140406120,357.55,5.63,1.1454e-05,56753.1196,Fermi-GBM,109.312
bn200615250,48.07,5.43,1.7629e-06,59015.2501,Fermi-GBM,49.664
bn110626448,131.91,5.56,1.1628e-06,55738.4478,Fermi-GBM,6.4
bn251117514,331.3,5.57,7.7402e-07,60996.5138,Fermi-GBM,1.344
bn150729517,219.22,5.75,1.6619e-05,57232.5168,Fermi-GBM,35.585
bn240428627,178.17,20.42,1.6098e-06,60428.627,Fermi-GBM,10.24
bn211221867,75.33,5.67,9.5941e-07,59569.8671,Fermi-GBM,14.592
bn190202634,113.94,5.73,1.531e-06,58516.6342,Fermi-GBM,17.152
bn120213606,183.49,5.76,2.678e-06,55970.6061,Fermi-GBM,13.824
bn160728337,337.04,5.77,9.5055e-07,57597.337,Fermi-GBM,18.688
bn100423244,119.67,5.78,7.918e-06,55309.244,Fermi-GBM,16.512
bn111216389,185.99,5.83,4.4067e-05,55911.3893,Fermi-GBM,81.921
bn140402007,207.592,5.971,2.8428e-07,56749.007,Fermi-GBM,0.32
bn110119931,348.558,5.9874,1.0109e-05,55580.9313,Fermi-GBM,205.828
bn130829672,258.51,6.0,3.6751e-06,56533.6722,Fermi-GBM,6.656
bn100919884,163.24,6.02,5.7601e-06,55458.8835,Fermi-GBM,49.601
bn160220868,326.89,6.05,1.2136e-06,57438.8682,Fermi-GBM,22.528
bn130628860,312.83,6.1,1.0293e-06,56471.8597,Fermi-GBM,0.512
bn110706202,100.08,6.14,3.2689e-06,55748.2021,Fermi-GBM,12.032
bn191031025,233.47,6.144,4.3239e-06,58787.0254,Fermi-GBM,200.196
bn170318644,284.306,6.2987,5.0807e-07,57830.6444,Fermi-GBM,4.096
bn161229878,81.03,6.31,3.8227e-05,57751.8776,Fermi-GBM,33.537
bn160731024,118.71,6.15,2.8821e-06,57600.0244,Fermi-GBM,28.672
bn191023630,295.26,6.18,1.7531e-05,58779.6298,Fermi-GBM,172.547
bn090429753,125.21,6.2,1.1183e-06,54950.7527,Fermi-GBM,0.64
bn110517573,190.15,6.29,8.7397e-06,55698.5728,Fermi-GBM,23.04
bn140610548,121.72,6.32,1.8429e-05,56818.548,Fermi-GBM,36.865
bn200703970,148.5,6.32,1.7686e-05,59033.9699,Fermi-GBM,32.513
bn241209233,155.376,6.316,1.1132e-07,60653.2332,Fermi-GBM,0.128
bn251014020,111.732,6.415,3.2601e-07,60962.0198,Fermi-GBM,1.728
bn200924235,319.44,6.48,1.8874e-06,59116.2351,Fermi-GBM,58.113
bn120806007,308.99,6.33,4.9018e-06,56145.007,Fermi-GBM,26.624
bn121122870,355.45,6.34,9.0704e-06,56253.87,Fermi-GBM,125.439
bn170818137,297.22,6.35,2.892e-07,57983.137,Fermi-GBM,0.576
bn160827616,129.06,6.38,6.3631e-07,57627.6156,Fermi-GBM,6.4
bn160102500,223.77,6.38,2.2959e-06,57389.4996,Fermi-GBM,25.344
bn170302876,11.95,6.41,4.0376e-06,57814.8759,Fermi-GBM,89.856
bn220702569,160.01,6.5,3.4616e-07,59762.5692,Fermi-GBM,3.84
bn160107931,299.67,6.413,2.7302e-05,57394.931,Fermi-GBM,113.922
bn120528442,295.13,6.5,3.7919e-06,56075.4417,Fermi-GBM,16.384
bn230811385,139.07,6.51,1.6456e-06,60167.385,Fermi-GBM,9.728
bn150923995,92.28,6.53,8.3327e-07,57288.9951,Fermi-GBM,17.152
bn241212390,44.3,6.55,3.0384e-06,60656.3901,Fermi-GBM,39.421
bn210324809,173.52,6.55,5.6276e-07,59297.8091,Fermi-GBM,4.864
bn210715866,322.3,6.6,6.0801e-07,59410.8656,Fermi-GBM,0.384
bn170726794,297.78,6.62,7.6782e-06,57960.7937,Fermi-GBM,78.08
bn190321363,315.7,6.62,6.5899e-06,58563.3629,Fermi-GBM,55.809
bn200219413,299.13,6.65,2.8194e-06,58898.4127,Fermi-GBM,9.984
bn160527080,218.43,6.68,1.6598e-06,57535.0803,Fermi-GBM,25.344
bn190719499,98.61,6.7,4.0315e-06,58683.4985,Fermi-GBM,54.529
bn150203173,98.3993,6.9532,1.8639e-06,57056.173,Fermi-GBM,25.6
bn180401280,126.66,6.97,5.3859e-06,58209.2797,Fermi-GBM,33.792
bn221013029,246.25,6.71,2.8142e-06,59865.0294,Fermi-GBM,35.069
bn190106866,345.62,6.71,1.5272e-05,58489.8661,Fermi-GBM,11.773
bn110625881,286.73,6.755,6.5479e-05,55737.8808,Fermi-GBM,26.881
bn260127744,231.857,6.758,3.7195e-06,61067.7438,Fermi-GBM,36.352
bn200301320,320.14,7.5,1.0224e-05,58909.32,Fermi-GBM,18.176
bn130217688,96.72,6.8,1.1003e-06,56340.6884,Fermi-GBM,14.848
bn151229486,346.49,6.91,1.4629e-07,57385.4862,Fermi-GBM,0.16
bn160625945,308.597,6.9196,0.00064256,57564.9446,Fermi-GBM,453.385
bn100924165,0.672,7.004,3.3297e-06,55463.1654,Fermi-GBM,9.024
bn140818229,199.563,6.9225,2.9501e-05,56887.2293,Fermi-GBM,109.25
bn120412920,38.91,7.06,7.0289e-06,56029.9199,Fermi-GBM,101.182
bn110706977,347.47,7.11,6.5541e-06,55748.977,Fermi-GBM,33.217
bn200920831,158.01,7.12,1.403e-06,59112.8312,Fermi-GBM,0.384
bn230408442,277.06,7.15,4.7259e-07,60042.4415,Fermi-GBM,4.544
bn251013350,356.54,7.51,1.2118e-05,60961.3503,Fermi-GBM,54.785
bn120624309,4.773,7.167,5.14e-06,56102.3086,Fermi-GBM,0.64
bn161214722,3.85,7.342,3.1127e-06,57736.7224,Fermi-GBM,22.528
bn170916700,98.43,7.17,1.0134e-06,58012.6997,Fermi-GBM,5.12
bn170912985,83.57,7.2,1.4207e-07,58008.9849,Fermi-GBM,0.48
bn140219824,158.2,7.2,2.8449e-06,56707.824,Fermi-GBM,77.056
bn180618724,317.19,7.21,1.8649e-05,58287.7237,Fermi-GBM,130.05
bn090807832,326.9,7.23,1.3418e-06,55050.8319,Fermi-GBM,17.92
bn191117637,157.417,7.2333,4.8102e-07,58804.6372,Fermi-GBM,1.28
bn080818945,98.1,7.4,1.7392e-06,54696.945,Fermi-GBM,13.376
bn111105457,153.48,7.28,1.9857e-06,55870.4567,Fermi-GBM,43.264
bn251012616,291.62,7.46,1.0675e-07,60960.6156,Fermi-GBM,0.576
bn161014522,332.648,7.4686,6.0981e-06,57675.5217,Fermi-GBM,36.609
bn240710717,285.28,7.53,1.989e-06,60501.7165,Fermi-GBM,20.224
bn150506398,176.25,7.56,3.5555e-06,57148.3985,Fermi-GBM,6.784
bn081216531,129.2,7.6,2.9851e-06,54816.5306,Fermi-GBM,0.768
bn180610568,287.78,7.43,1.1805e-06,58279.5684,Fermi-GBM,8.448
bn110102788,245.882,7.616,3.7249e-05,55563.7879,Fermi-GBM,253.956
bn241209769,53.12,7.62,7.8601e-07,60653.7686,Fermi-GBM,15.872
bn150721242,334.14,7.76,1.594e-05,57224.2425,Fermi-GBM,18.432
bn200313071,75.79,20.88,6.9136e-05,58921.0706,Fermi-GBM,13.568
bn210524473,148.46,7.79,1.8246e-06,59358.4726,Fermi-GBM,31.168
bn210927031,236.37,7.8,1.6839e-07,59484.0305,Fermi-GBM,1.088
bn161007009,129.61,7.81,1.1235e-06,57668.0093,Fermi-GBM,30.72
bn240610002,294.42,9.19,6.8039e-06,60471.0023,Fermi-GBM,47.361
bn101127093,290.31,7.89,6.9608e-07,55527.093,Fermi-GBM,29.44
bn251113734,55.14,8.18,1.9752e-05,60992.7344,Fermi-GBM,25.088
bn150326521,345.39,8.19,4.6905e-07,57107.5213,Fermi-GBM,5.888
bn251108889,144.63,8.03,2.4121e-07,60987.8887,Fermi-GBM,1.536
bn260226443,42.05,8.033,0.00049506,61097.443,Fermi-GBM,173.06
bn250226274,224.267,20.9743,6.9511e-06,60732.2743,Fermi-GBM,61.441
bn151228949,344.424,8.0817,3.781e-06,57384.9495,Fermi-GBM,28.672
bn210813038,14.96,8.1,1.4038e-05,59439.0378,Fermi-GBM,82.433
bn130318456,200.74,8.12,3.198e-06,56369.4559,Fermi-GBM,121.088
bn160928825,130.39,8.14,5.4354e-06,57659.825,Fermi-GBM,6.141
bn131110373,9.81,8.16,3.2678e-06,56606.3729,Fermi-GBM,27.328
bn141221338,198.286,8.2054,4.0682e-06,57012.3383,Fermi-GBM,23.808
bn160825799,329.54,8.16,2.0279e-06,57625.7992,Fermi-GBM,6.144
bn180208764,196.56,8.24,1.3225e-06,58157.7645,Fermi-GBM,17.408
bn210430904,348.21,8.34,1.5983e-06,59334.9044,Fermi-GBM,37.12
bn080714086,41.9,8.5,6.7648e-07,54661.0863,Fermi-GBM,5.376
bn120227391,84.76,8.5,3.742e-06,55984.3908,Fermi-GBM,19.712
bn240511754,336.676,8.5132,1.696e-05,60441.7544,Fermi-GBM,94.978
bn080920268,121.6,8.9,1.8684e-06,54729.2679,Fermi-GBM,113.921
bn161112496,278.82,8.58,3.6138e-06,57704.4962,Fermi-GBM,71.422
bn121211695,72.37,8.63,1.3395e-06,56272.6952,Fermi-GBM,8.96
bn150619287,219.69,8.64,1.6289e-05,57192.2869,Fermi-GBM,57.089
bn100414097,192.112,8.6917,8.8469e-05,55300.0975,Fermi-GBM,26.497
bn101207536,175.75,8.72,6.6485e-06,55537.5359,Fermi-GBM,61.441
bn230717117,106.79,21.44,4.802e-07,60142.1175,Fermi-GBM,13.824
bn110529262,172.6,8.79,6.7793e-06,55710.2623,Fermi-GBM,45.825
bn080725541,354.8,8.9,4.9216e-07,54672.5412,Fermi-GBM,0.96
bn251013762,46.901,8.8,3.666e-06,60961.7618,Fermi-GBM,41.985
bn231210553,137.91,10.34,2.3635e-06,60288.5527,Fermi-GBM,79.616
bn090206620,156.2,8.8,7.1522e-07,54868.6199,Fermi-GBM,0.32
bn220219473,41.57,8.96,2.9797e-05,59629.4733,Fermi-GBM,79.618
bn240916609,56.47,8.97,1.4606e-07,60569.6089,Fermi-GBM,0.192
bn251114051,312.92,9.04,2.8433e-06,60993.0508,Fermi-GBM,45.825
bn230803642,40.04,22.24,1.2888e-06,60159.6425,Fermi-GBM,55.552
bn171208733,125.49,9.05,8.4938e-07,58095.7332,Fermi-GBM,2.624
bn110415541,213.82,9.05,4.7235e-06,55666.5412,Fermi-GBM,166.146
bn190910028,229.5,9.07,1.5326e-06,58736.0275,Fermi-GBM,9.216
bn120624933,170.94,8.93,0.00019164,56102.9333,Fermi-GBM,271.364
bn160223072,147.584,9.373,8.9425e-06,57441.0725,Fermi-GBM,117.762
bn241025546,254.69,9.07,4.251e-06,60608.5463,Fermi-GBM,37.889
bn180511437,257.78,9.07,7.6532e-07,58249.4374,Fermi-GBM,1.984
bn091202219,13.86,9.08,7.0864e-06,55167.2192,Fermi-GBM,118.274
bn201214672,187.971,9.1031,9.5388e-08,59197.6721,Fermi-GBM,0.448
bn170607971,7.343,9.238,9.4084e-06,57911.9708,Fermi-GBM,20.928
bn210711432,342.69,9.29,1.256e-07,59406.4319,Fermi-GBM,1.6
bn190202069,166.053,9.3779,1.7824e-05,58516.0691,Fermi-GBM,18.432
bn150208573,176.94,9.34,4.0017e-07,57061.5726,Fermi-GBM,6.912
bn100522157,6.9867,9.4023,3.8629e-06,55338.1569,Fermi-GBM,35.326
bn120130906,64.96,9.48,5.248e-07,55956.9062,Fermi-GBM,3.584
bn200227306,56.433,9.4826,1.1262e-05,58906.3057,Fermi-GBM,24.32
bn090301315,352.8,9.5,2.2682e-06,54891.315,Fermi-GBM,23.296
bn170307851,13.535,9.537,1.4392e-06,57819.8509,Fermi-GBM,28.416
bn260219587,167.35,9.55,4.8814e-06,61090.5867,Fermi-GBM,22.013
bn230506531,326.993,44.54,6.2425e-06,60070.5315,Fermi-GBM,38.4
bn220804089,159.41,9.38,8.6991e-07,59795.0893,Fermi-GBM,12.032
bn120716712,313.051,9.5985,1.2651e-05,56124.7119,Fermi-GBM,226.048
bn210626991,354.13,9.6,1.2221e-05,59391.9906,Fermi-GBM,46.337
bn250107210,302.52,45.564,4.2815e-06,60682.2101,Fermi-GBM,53.246
bn230802999,22.22,9.62,2.5947e-06,60158.9992,Fermi-GBM,63.744
bn101112984,100.1,9.62,8.5721e-06,55512.984,Fermi-GBM,82.944
bn131108862,156.501,9.6623,3.5676e-05,56604.8625,Fermi-GBM,18.176
bn090703329,0.77,9.68,8.4599e-07,55015.3292,Fermi-GBM,8.96
bn080715950,214.7,9.9,5.0402e-06,54662.9505,Fermi-GBM,7.872
bn120302722,24.09,9.71,1.1869e-07,55988.7222,Fermi-GBM,1.6
bn230312812,329.15,9.72,1.1908e-06,60015.8122,Fermi-GBM,11.264
bn170329387,356.6,9.8,1.1071e-05,57841.3869,Fermi-GBM,33.536
bn200706633,123.01,9.84,1.2211e-06,59036.6334,Fermi-GBM,17.152
bn200613229,153.042,45.7541,4.8873e-05,59013.2293,Fermi-GBM,478.026
bn180423033,208.68,9.84,3.1845e-06,58231.0327,Fermi-GBM,54.784
bn100417789,295.81,9.84,1.3622e-06,55303.7887,Fermi-GBM,52.545
bn160804065,221.63,9.9989,1.6155e-05,57604.0655,Fermi-GBM,131.586
bn101211485,31.84,10.06,1.6339e-06,55541.4847,Fermi-GBM,13.568
bn210306397,331.848,10.175,1.4323e-06,59279.3974,Fermi-GBM,15.104
bn120224898,331.06,10.18,2.599e-06,55981.898,Fermi-GBM,29.184
bn230830792,315.13,10.2,2.074e-06,60186.7925,Fermi-GBM,20.992
bn190323879,34.71,10.26,4.1107e-05,58565.8787,Fermi-GBM,38.401
bn230614424,229.21,10.3,2.0123e-05,60109.424,Fermi-GBM,6.08
bn240814785,136.08,47.22,1.6328e-05,60536.7849,Fermi-GBM,65.025
bn120420858,109.26,10.76,4.3252e-05,56037.8578,Fermi-GBM,254.913
bn220521972,275.197,10.384,9.1851e-07,59720.9725,Fermi-GBM,13.568
bn130702951,292.16,10.39,7.5282e-07,56475.9507,Fermi-GBM,16.384
bn110926107,69.44,10.43,1.1975e-05,55830.1067,Fermi-GBM,75.265
bn200219998,262.67,10.45,1.7464e-05,58898.998,Fermi-GBM,21.632
bn200824594,117.68,10.47,5.6679e-07,59085.5942,Fermi-GBM,3.584
bn231124360,237.48,10.86,1.2383e-05,60272.3599,Fermi-GBM,22.017
bn160806584,274.477,10.607,1.6466e-06,57606.584,Fermi-GBM,1.664
bn130623699,284.68,10.67,7.0385e-07,56466.6989,Fermi-GBM,7.68
bn140720280,141.35,10.76,1.8842e-06,56858.2804,Fermi-GBM,9.984
bn151001628,233.73,10.967,2.6718e-06,57296.628,Fermi-GBM,23.552
bn141208038,239.16,10.97,1.7739e-06,56999.0382,Fermi-GBM,14.336
bn220115709,101.86,10.99,2.8011e-06,59594.7087,Fermi-GBM,25.345
bn221025040,133.4,11.0,1.6136e-06,59877.0405,Fermi-GBM,0.448
bn170124528,10.85,11.02,1.2704e-07,57777.5281,Fermi-GBM,0.448
bn130307238,319.52,10.77,3.9719e-06,56358.2377,Fermi-GBM,63.488
bn091103912,170.6,11.3,5.6047e-06,55138.9124,Fermi-GBM,13.568
bn161005977,239.36,11.1,1.2365e-06,57666.9769,Fermi-GBM,19.456
bn250912879,14.9546,11.1084,1.882e-06,60930.8794,Fermi-GBM,14.592
bn250917269,291.378,11.113,3.4572e-07,60935.2693,Fermi-GBM,0.192
bn260411275,153.6,11.98,7.9749e-07,61141.2753,Fermi-GBM,2.816
bn210824174,232.105,11.1521,3.1454e-06,59450.1736,Fermi-GBM,40.192
bn140723499,24.63,11.19,2.346e-05,56861.4987,Fermi-GBM,45.056
bn210601724,275.16,11.25,2.094e-07,59366.7238,Fermi-GBM,0.96
bn251218326,16.978,12.082,4.7504e-06,61027.326,Fermi-GBM,23.296
bn130515755,146.77,11.26,6.8027e-07,56427.7548,Fermi-GBM,2.56
bn220417578,107.72,11.28,3.9062e-07,59686.5782,Fermi-GBM,16.896
bn160104475,76.7965,11.3239,4.8186e-07,57391.4752,Fermi-GBM,8.704
bn250813952,336.728,12.498,1.3979e-05,60900.9522,Fermi-GBM,24.064
bn151219567,351.19,11.37,4.7949e-06,57375.5669,Fermi-GBM,62.72
bn130624093,337.32,11.45,5.1927e-07,56467.093,Fermi-GBM,13.824
bn240612511,328.76,11.47,4.3809e-06,60473.5113,Fermi-GBM,79.362
bn110601681,310.71,11.48,1.2371e-05,55713.6807,Fermi-GBM,52.206
bn090428552,0.8,11.5,5.6027e-06,54949.5522,Fermi-GBM,31.488
bn160113398,187.26,11.53,3.2654e-05,57400.3976,Fermi-GBM,24.576
bn150131335,16.12,11.36,1.4525e-06,57053.3354,Fermi-GBM,8.192
bn180205184,126.821,11.5419,2.0606e-06,58154.1843,Fermi-GBM,15.36
bn220905433,252.35,11.55,2.1458e-06,59827.4332,Fermi-GBM,144.64
bn230608468,297.63,11.57,8.5521e-07,60103.4677,Fermi-GBM,15.872
bn141230834,181.47,11.65,3.1557e-06,57021.8336,Fermi-GBM,28.928
bn100313509,186.37,11.72,2.536e-06,55268.5085,Fermi-GBM,34.048
bn110531448,190.51,11.85,2.2947e-06,55712.448,Fermi-GBM,38.656
bn171022885,217.06,11.91,8.0435e-06,58048.885,Fermi-GBM,13.278
bn091005679,43.14,12.12,1.405e-06,55109.6788,Fermi-GBM,6.976
bn091201089,27.84,11.94,9.429e-07,55166.0886,Fermi-GBM,12.992
bn140112060,8.44,11.99,1.5961e-06,56669.0603,Fermi-GBM,12.032
bn190324348,81.03,12.02,2.7698e-05,58566.348,Fermi-GBM,52.225
bn170110967,49.62,12.05,1.2674e-06,57763.9673,Fermi-GBM,34.048
bn170305256,38.66,12.09,1.0916e-06,57817.2563,Fermi-GBM,0.448
bn241016073,70.61,12.12,1.9672e-07,60599.0733,Fermi-GBM,1.472
bn190310398,349.28,12.12,1.966e-05,58552.3976,Fermi-GBM,59.393
bn250302574,236.38,12.24,5.0193e-06,60736.574,Fermi-GBM,56.321
bn210420215,253.39,12.25,5.1153e-07,59324.2149,Fermi-GBM,29.44
bn230628849,175.02,12.29,2.3635e-05,60123.849,Fermi-GBM,19.2
bn240913488,14.58,12.31,2.3831e-06,60566.4879,Fermi-GBM,6.272
bn210929154,317.8,12.34,1.5298e-07,59486.1539,Fermi-GBM,1.92
bn150210935,112.85,12.36,2.2199e-05,57063.935,Fermi-GBM,31.294
bn210204270,116.12,12.7,7.5698e-05,59249.2704,Fermi-GBM,206.852
bn180620354,144.42,12.38,6.5426e-06,58289.3537,Fermi-GBM,98.05
bn181111654,93.09,12.42,4.5172e-06,58433.6543,Fermi-GBM,15.104
bn191108003,239.84,12.42,1.1045e-05,58795.0032,Fermi-GBM,125.699
bn250708619,255.14,13.04,2.4123e-06,60864.6195,Fermi-GBM,11.264
bn130219626,211.6,12.22,2.0271e-07,56342.6259,Fermi-GBM,1.536
bn210619532,73.88,12.49,3.2839e-06,59384.5318,Fermi-GBM,1.28
bn130606316,339.37,12.49,9.3619e-06,56449.3163,Fermi-GBM,24.128
bn161009651,111.83,12.55,6.0674e-06,57670.6515,Fermi-GBM,92.16
bn180404848,101.66,12.56,2.2967e-07,58212.8476,Fermi-GBM,0.544
bn170120471,262.83,12.57,3.3067e-06,57773.4712,Fermi-GBM,28.928
bn120608777,313.26,12.64,3.1743e-06,56086.7768,Fermi-GBM,24.832
bn180905400,293.87,12.9,8.2933e-07,58366.4001,Fermi-GBM,7.168
bn180721642,235.15,12.92,4.3443e-08,58320.6425,Fermi-GBM,0.064
bn221126547,143.48,13.08,9.3449e-06,59909.5469,Fermi-GBM,7.424
bn200215611,34.122,12.781,2.2666e-06,58894.6108,Fermi-GBM,24.32
bn180410336,95.957,12.811,2.7022e-06,58218.3357,Fermi-GBM,102.402
