time,position,measured_position,velocity,measured_velocity,heading,observed,hidden_state,control_input,seed,controller,world_mode,orientation
0.05,"(2.4264521071425592e-08, 0.08249999999999891)","(0.0025066367194380447, 0.05383411511818182)","(2.6960578968250655e-07, 1.6499999999999782)","(-0.011195017221595925, 1.657160315415204)",1.5707961633974483,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(2.221823502661646e-06, 13.597663402217128)",202,pid,anisotropic_preferred_axis,0.785398
0.1,"(-5.8781093956928336e-05, 0.18562499353014494)","(-0.023519555633229047, 0.13833845594322805)","(-0.0006533928719777752, 2.0624998706029203)","(-0.03571890898998613, 2.0796108362207515)",1.5711131233481632,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.004015214642543331, 10.138494886480455)",202,pid,anisotropic_preferred_axis,0.785398
0.15000000000000002,"(0.0004984193768087878, 0.2939056301040517)","(0.024371790075138816, 0.29941204876120453)","(0.00619111634184129, 2.1656127314781344)","(0.013190711328427758, 2.187892795617262)",1.5679375056467433,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.038688150164765615, 10.045688944503393)",202,pid,anisotropic_preferred_axis,0.785398
0.2,"(-9.26743562529327e-05, 0.40347479134553876)","(-0.03022782875067208, 0.37814266764402776)","(-0.0065677081451302275, 2.191383224829742)","(-0.04646082014725134, 2.185586414890983)",1.5737933783403717,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.04840940591869433, 9.842237605638338)",202,pid,anisotropic_preferred_axis,0.785398
0.25,"(0.0006410866468619213, 0.5133656280273868)","(-0.004223450424340302, 0.522654605498754)","(0.008152900034609488, 2.197816733636962)","(-0.022781606223864367, 2.2047422338714937)",1.5670867988285568,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.05818209552401023, 9.800965899319502)",202,pid,anisotropic_preferred_axis,0.785398
0.3,"(0.0007434297073897681, 0.6233383248956514)","(-0.0006859106129246188, 0.6180556255837931)","(0.0011371451169760755, 2.1994539373652917)","(0.0012746766787812426, 2.2147762939213425)",1.5702793143690679,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.005254195236200804, 9.621145613226915)",202,pid,anisotropic_preferred_axis,0.785398
0.35,"(0.0007610694842318254, 0.7333314989946129)","(-0.038389189337960525, 0.7403978337733506)","(0.0001959975204673042, 2.1998634819792304)","(-0.0006070289823390521, 2.2059406591352)",1.5707072314844128,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.0005107893612175646, 9.545976820604382)",202,pid,anisotropic_preferred_axis,0.785398
0.39999999999999997,"(0.0017334721842961892, 0.8433280397697666)","(0.034074915161979816, 0.8192178696047162)","(0.010804474445159598, 2.199930815503072)","(0.011533125781740839, 2.1943600069412157)",1.5658850870868504,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.06132544896293437, 9.407751904386267)",202,pid,anisotropic_preferred_axis,0.785398
0.44999999999999996,"(0.0008682451529160148, 0.9533248771569487)","(2.9302536993261962e-05, 0.965772184804236)","(-0.009613633682001937, 2.1999367477436436)","(-0.0007263577723250342, 2.1946796655433505)",1.5751662581108041,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.06978361354870617, 9.34974188909349)",202,pid,anisotropic_preferred_axis,0.785398
0.49999999999999994,"(0.0008734983769077883, 1.063323994680226)","(0.010701472636990575, 1.073465083227731)","(5.836915546415019e-05, 2.199982350465546)","(0.0034425795751888842, 2.1871337330013123)",1.5707697951477504,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(0.013674938661089275, 9.16558177208039)",202,pid,anisotropic_preferred_axis,0.785398
0.5499999999999999,"(0.0005957446360013952, 1.173323628384866)","(0.01766943657848895, 1.1715337174293237)","(-0.0030861526767377015, 2.1999926740928015)","(-0.010754290514856844, 2.1894270616927445)",1.572199127217243,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.01704552876431021, 9.070424401410133)",202,pid,anisotropic_preferred_axis,0.785398
0.6,"(0.0001297025180721004, 1.2833232425821417)","(-0.010331817067696538, 1.3219878539057384)","(-0.005178245754769942, 2.1999922839455115)","(0.00972054273351456, 2.1997638740814636)",1.5731500787738488,True,"{'position': (0.0, 0.0), 'velocity': (0.0, 0.0), 'heading': 0.0}","(-0.023969573155971594, 8.974876115199006)",202,pid,anisotropic_preferred_axis,0.785398
