event_id,energy,arrival_time,ra,dec,instrument,epoch
bn230804277,4.4443e-06,60160.277,199.76,-45.24,Fermi-GBM,fermi_lat_grb_catalog
bn120323162,1.4084e-06,56009.1617,211.1,-45.23,Fermi-GBM,fermi_lat_grb_catalog
bn170424425,2.0288e-05,57867.4254,343.53,-45.2,Fermi-GBM,fermi_lat_grb_catalog
bn200619492,4.6679e-06,59019.4922,200.4,-45.13,Fermi-GBM,fermi_lat_grb_catalog
bn170301812,1.0891e-06,57813.8116,278.55,-45.38,Fermi-GBM,fermi_lat_grb_catalog
bn211109113,5.2519e-06,59527.113,252.76,-45.12,Fermi-GBM,fermi_lat_grb_catalog
bn250930875,8.3721e-06,60948.875,336.97,-44.97,Fermi-GBM,fermi_lat_grb_catalog
bn200129409,2.8352e-07,58877.4088,346.28,-44.97,Fermi-GBM,fermi_lat_grb_catalog
bn251130648,1.1872e-05,61009.6481,78.816,-43.314,Fermi-GBM,fermi_lat_grb_catalog
bn111024722,1.4403e-05,55858.7216,162.74,-44.94,Fermi-GBM,fermi_lat_grb_catalog
bn120611108,4.5256e-06,56089.1083,324.68,-44.79,Fermi-GBM,fermi_lat_grb_catalog
bn150305724,1.7217e-06,57086.7245,225.12,-44.74,Fermi-GBM,fermi_lat_grb_catalog
bn210709201,2.9495e-06,59404.2007,295.28,-44.22,Fermi-GBM,fermi_lat_grb_catalog
bn220620261,2.7082e-06,59750.2614,326.87,-44.64,Fermi-GBM,fermi_lat_grb_catalog
bn260330153,1.548e-05,61129.153,93.64,-44.63,Fermi-GBM,fermi_lat_grb_catalog
bn260412260,1.8612e-05,61142.2596,79.9074,-44.5851,Fermi-GBM,fermi_lat_grb_catalog
bn241013936,4.6047e-06,60596.9359,148.37,-32.34,Fermi-GBM,fermi_lat_grb_catalog
bn251211112,1.2214e-05,61020.1118,181.95,-32.33,Fermi-GBM,fermi_lat_grb_catalog
bn231128489,3.5324e-06,60276.489,194.05,-44.55,Fermi-GBM,fermi_lat_grb_catalog
bn140817229,2.3813e-06,56886.2292,29.05,-44.48,Fermi-GBM,fermi_lat_grb_catalog
bn240318180,2.7121e-07,60387.1804,270.54,-44.44,Fermi-GBM,fermi_lat_grb_catalog
bn240109896,8.8597e-07,60318.8964,241.5,-44.34,Fermi-GBM,fermi_lat_grb_catalog
bn100517132,1.2727e-06,55333.1318,40.63,-44.32,Fermi-GBM,fermi_lat_grb_catalog
bn130928537,1.9528e-05,56563.5365,306.91,-44.19,Fermi-GBM,fermi_lat_grb_catalog
bn110720177,5.6281e-06,55762.1768,198.65,-44.29,Fermi-GBM,fermi_lat_grb_catalog
bn121014638,1.2954e-07,56214.6382,320.36,-44.12,Fermi-GBM,fermi_lat_grb_catalog
bn220826497,2.1101e-06,59817.4968,206.431,-44.044,Fermi-GBM,fermi_lat_grb_catalog
bn101004426,9.0255e-06,55473.4263,232.22,-43.99,Fermi-GBM,fermi_lat_grb_catalog
bn090514734,9.5504e-06,54965.734,316.0333,-43.9667,Fermi-GBM,fermi_lat_grb_catalog
bn240305409,8.7206e-07,60374.4093,6.278,-43.904,Fermi-GBM,fermi_lat_grb_catalog
bn151111356,2.2064e-06,57337.3565,56.8452,-44.1615,Fermi-GBM,fermi_lat_grb_catalog
bn230628067,8.3177e-06,60123.0667,351.77,-43.85,Fermi-GBM,fermi_lat_grb_catalog
bn250827649,1.0028e-06,60914.6492,346.84,-43.78,Fermi-GBM,fermi_lat_grb_catalog
bn180131528,4.1244e-08,58149.5277,307.06,-43.66,Fermi-GBM,fermi_lat_grb_catalog
bn230304624,1.3662e-05,60007.6244,210.84,-43.21,Fermi-GBM,fermi_lat_grb_catalog
bn090928646,1.9528e-06,55102.6457,103.91,-43.53,Fermi-GBM,fermi_lat_grb_catalog
bn260311150,2.9517e-07,61110.1498,291.29,-43.53,Fermi-GBM,fermi_lat_grb_catalog
bn150418819,6.4146e-07,57130.8191,312.43,-43.53,Fermi-GBM,fermi_lat_grb_catalog
bn201016136,4.5372e-06,59138.1364,7.98,-31.82,Fermi-GBM,fermi_lat_grb_catalog
bn191125634,2.7194e-06,58812.6339,353.54,18.2,Fermi-GBM,fermi_lat_grb_catalog
bn180201706,2.2681e-07,58150.7055,251.32,-43.47,Fermi-GBM,fermi_lat_grb_catalog
bn210228058,5.3379e-07,59273.0576,283.48,-43.13,Fermi-GBM,fermi_lat_grb_catalog
bn120719146,1.3548e-05,56127.1458,204.29,-43.45,Fermi-GBM,fermi_lat_grb_catalog
bn081118876,4.9389e-06,54788.8756,54.6,-43.3,Fermi-GBM,fermi_lat_grb_catalog
bn090320045,4.447e-07,54910.0453,108.3,-43.3,Fermi-GBM,fermi_lat_grb_catalog
bn090623107,1.1845e-05,55005.1071,309.0,-43.24,Fermi-GBM,fermi_lat_grb_catalog
bn111103948,2.8185e-07,55868.948,201.58,-43.16,Fermi-GBM,fermi_lat_grb_catalog
bn191221802,4.6276e-07,58838.8017,40.83,-43.04,Fermi-GBM,fermi_lat_grb_catalog
bn230116374,2.9539e-06,59960.3744,115.533,-43.027,Fermi-GBM,fermi_lat_grb_catalog
bn200205845,6.3807e-07,58884.8454,223.21,-42.78,Fermi-GBM,fermi_lat_grb_catalog
bn090227310,2.856e-06,54889.3097,3.3,-43.0,Fermi-GBM,fermi_lat_grb_catalog
bn141011467,2.8852e-06,56941.4672,259.38,-43.0,Fermi-GBM,fermi_lat_grb_catalog
bn200228291,6.9265e-06,58907.2907,333.893,-42.9443,Fermi-GBM,fermi_lat_grb_catalog
bn221206464,2.8251e-06,59919.4635,244.15,-42.74,Fermi-GBM,fermi_lat_grb_catalog
bn150324164,4.8485e-06,57105.164,180.81,-42.72,Fermi-GBM,fermi_lat_grb_catalog
bn090620901,4.3097e-07,55002.9011,241.38,-43.02,Fermi-GBM,fermi_lat_grb_catalog
bn151210041,3.4533e-06,57366.0412,293.97,-42.7,Fermi-GBM,fermi_lat_grb_catalog
bn230712868,2.2815e-06,60137.868,351.15,-42.61,Fermi-GBM,fermi_lat_grb_catalog
bn121109338,5.3365e-06,56240.3382,6.84,-42.57,Fermi-GBM,fermi_lat_grb_catalog
bn200803703,8.5331e-06,59064.7033,198.5,-42.5,Fermi-GBM,fermi_lat_grb_catalog
bn080823363,5.546e-06,54701.3627,89.8,-42.4,Fermi-GBM,fermi_lat_grb_catalog
bn190531840,9.8106e-05,58634.8404,24.37,-41.97,Fermi-GBM,fermi_lat_grb_catalog
bn251208536,7.9e-07,61017.5365,312.79,-30.74,Fermi-GBM,fermi_lat_grb_catalog
bn240306282,3.1931e-06,60375.2818,20.61,-41.95,Fermi-GBM,fermi_lat_grb_catalog
bn220727192,1.4939e-06,59787.192,123.92,-42.38,Fermi-GBM,fermi_lat_grb_catalog
bn210904866,5.643e-07,59461.8664,124.65,-42.2,Fermi-GBM,fermi_lat_grb_catalog
bn200616654,2.1359e-06,59016.654,148.24,-42.2,Fermi-GBM,fermi_lat_grb_catalog
bn130404840,8.355e-06,56386.8403,146.58,-42.16,Fermi-GBM,fermi_lat_grb_catalog
bn090610723,3.7413e-06,54992.7233,275.99,-42.09,Fermi-GBM,fermi_lat_grb_catalog
bn090701225,4.4247e-07,55013.225,114.69,-42.07,Fermi-GBM,fermi_lat_grb_catalog
bn090328401,4.2022e-05,54918.4005,90.9,-42.0,Fermi-GBM,fermi_lat_grb_catalog
bn180124392,3.4097e-06,58142.3916,330.86,-41.94,Fermi-GBM,fermi_lat_grb_catalog
bn190824616,1.0378e-05,58719.6157,215.329,-41.902,Fermi-GBM,fermi_lat_grb_catalog
bn210704684,4.2328e-05,59399.6842,203.44,-41.87,Fermi-GBM,fermi_lat_grb_catalog
bn150228845,6.5931e-06,57081.8447,231.32,-41.87,Fermi-GBM,fermi_lat_grb_catalog
bn110709862,7.9744e-07,55751.8617,156.21,-41.79,Fermi-GBM,fermi_lat_grb_catalog
bn231104966,2.6028e-06,60252.9657,10.88,-41.76,Fermi-GBM,fermi_lat_grb_catalog
bn210605215,3.5422e-07,59370.2146,21.67,-41.51,Fermi-GBM,fermi_lat_grb_catalog
bn170801690,7.5594e-07,57966.6901,343.18,-41.75,Fermi-GBM,fermi_lat_grb_catalog
bn250920643,2.9633e-05,60938.6426,51.4644,-29.6566,Fermi-GBM,fermi_lat_grb_catalog
bn200412290,2.875e-05,58951.2897,140.01,-41.67,Fermi-GBM,fermi_lat_grb_catalog
bn240605171,1.3142e-07,60466.1711,90.41,-41.63,Fermi-GBM,fermi_lat_grb_catalog
bn150219522,7.7158e-06,57072.5217,271.266,-41.5849,Fermi-GBM,fermi_lat_grb_catalog
bn220831581,5.0514e-07,59822.5809,24.2554,-41.5819,Fermi-GBM,fermi_lat_grb_catalog
bn211229145,1.3078e-05,59577.1453,295.044,23.133,Fermi-GBM,fermi_lat_grb_catalog
bn221226945,1.1402e-06,59939.9454,22.9089,-41.5265,Fermi-GBM,fermi_lat_grb_catalog
bn131113483,2.3036e-05,56609.4831,157.99,-41.52,Fermi-GBM,fermi_lat_grb_catalog
bn090327404,2.8155e-06,54917.404,33.1,-41.5,Fermi-GBM,fermi_lat_grb_catalog
bn090117335,1.104e-06,54848.3347,227.3,-41.5,Fermi-GBM,fermi_lat_grb_catalog
bn160131116,1.7721e-06,57418.1156,333.69,-41.44,Fermi-GBM,fermi_lat_grb_catalog
bn180401846,2.2974e-05,58209.8456,166.57,-41.42,Fermi-GBM,fermi_lat_grb_catalog
bn240810880,1.1072e-06,60532.8801,140.09,-41.4,Fermi-GBM,fermi_lat_grb_catalog
bn220725244,8.5253e-08,59785.2437,250.08,-41.4,Fermi-GBM,fermi_lat_grb_catalog
bn230707782,4.1448e-05,60132.7822,28.55,-41.29,Fermi-GBM,fermi_lat_grb_catalog
bn210228277,1.0914e-05,59273.2767,91.62,-41.29,Fermi-GBM,fermi_lat_grb_catalog
bn110420946,2.4411e-07,55671.946,320.045,-41.277,Fermi-GBM,fermi_lat_grb_catalog
bn250225819,1.8574e-05,60731.8189,306.145,-41.484,Fermi-GBM,fermi_lat_grb_catalog
bn170219110,8.3544e-07,57803.1098,78.69,-41.23,Fermi-GBM,fermi_lat_grb_catalog
bn200224212,3.6841e-05,58903.2124,177.9,-28.87,Fermi-GBM,fermi_lat_grb_catalog
bn140721336,5.5154e-05,56859.3357,175.71,-41.21,Fermi-GBM,fermi_lat_grb_catalog
bn200105914,3.3754e-06,58853.9135,323.03,-41.18,Fermi-GBM,fermi_lat_grb_catalog
bn190626254,1.7294e-06,58660.2544,145.7,-41.11,Fermi-GBM,fermi_lat_grb_catalog
bn230217912,1.7254e-05,59992.9119,280.771,-28.856,Fermi-GBM,fermi_lat_grb_catalog
bn240514431,1.6654e-06,60444.4306,164.84,24.13,Fermi-GBM,fermi_lat_grb_catalog
bn201218177,0.00010864,59201.1766,286.88,24.18,Fermi-GBM,fermi_lat_grb_catalog
bn140329272,2.3798e-07,56745.2718,92.35,-41.08,Fermi-GBM,fermi_lat_grb_catalog
bn180122129,7.042e-07,58140.1289,26.43,-41.06,Fermi-GBM,fermi_lat_grb_catalog
bn260213736,4.5269e-06,61084.7362,145.98,-40.63,Fermi-GBM,fermi_lat_grb_catalog
bn251126665,3.6924e-07,61005.6646,321.15,-28.24,Fermi-GBM,fermi_lat_grb_catalog
bn220528259,1.3159e-06,59727.2589,311.21,24.3,Fermi-GBM,fermi_lat_grb_catalog
bn100907751,7.3333e-07,55446.7508,177.29,-40.63,Fermi-GBM,fermi_lat_grb_catalog
bn191019970,7.0178e-05,58775.9703,216.34,-40.63,Fermi-GBM,fermi_lat_grb_catalog
bn210625891,1.0297e-06,59390.8912,247.5,-41.01,Fermi-GBM,fermi_lat_grb_catalog
bn120727354,1.0912e-07,56135.3539,163.26,25.09,Fermi-GBM,fermi_lat_grb_catalog
bn150817251,7.2761e-06,57251.2506,31.05,-41.0,Fermi-GBM,fermi_lat_grb_catalog
bn150222832,3.842e-06,57075.832,294.54,-40.94,Fermi-GBM,fermi_lat_grb_catalog
bn230903724,4.05e-07,60190.7243,9.926,-40.924,Fermi-GBM,fermi_lat_grb_catalog
bn241016680,1.5036e-07,60599.6804,108.68,-40.82,Fermi-GBM,fermi_lat_grb_catalog
bn250917093,1.0708e-07,60935.0925,313.52,-40.76,Fermi-GBM,fermi_lat_grb_catalog
bn150923429,2.606e-07,57288.4294,267.81,-40.66,Fermi-GBM,fermi_lat_grb_catalog
bn240226815,3.8991e-06,60366.8147,290.54,-40.09,Fermi-GBM,fermi_lat_grb_catalog
bn131211510,4.5074e-06,56637.5103,271.34,-40.61,Fermi-GBM,fermi_lat_grb_catalog
bn260418681,2.4506e-06,61148.6808,34.69,-40.54,Fermi-GBM,fermi_lat_grb_catalog
bn190222312,3.3355e-06,58536.3122,214.53,-40.53,Fermi-GBM,fermi_lat_grb_catalog
bn250225268,1.6223e-06,60731.2676,59.96,-40.5,Fermi-GBM,fermi_lat_grb_catalog
bn210202841,1.5544e-05,59247.8406,232.23,-40.4,Fermi-GBM,fermi_lat_grb_catalog
bn250504976,7.0208e-06,60799.9763,269.617,-40.366,Fermi-GBM,fermi_lat_grb_catalog
bn250223692,8.7459e-08,60729.6918,340.56,-40.29,Fermi-GBM,fermi_lat_grb_catalog
bn160411062,2.2505e-07,57489.0617,349.357,-40.2423,Fermi-GBM,fermi_lat_grb_catalog
bn210519277,3.8125e-06,59353.277,187.87,-40.23,Fermi-GBM,fermi_lat_grb_catalog
bn130509078,9.0069e-06,56421.0779,240.85,-40.22,Fermi-GBM,fermi_lat_grb_catalog
bn141230871,1.4789e-07,57021.8709,246.93,-40.18,Fermi-GBM,fermi_lat_grb_catalog
bn200522650,2.602e-06,58991.6505,87.0,-39.82,Fermi-GBM,fermi_lat_grb_catalog
bn130609902,5.4428e-05,56452.9018,53.77,-40.176,Fermi-GBM,fermi_lat_grb_catalog
bn220921462,5.6716e-05,59843.4625,66.85,-40.0,Fermi-GBM,fermi_lat_grb_catalog
bn201221978,1.6077e-06,59204.9783,158.07,-39.92,Fermi-GBM,fermi_lat_grb_catalog
bn161004964,1.7325e-05,57665.9638,112.157,-39.895,Fermi-GBM,fermi_lat_grb_catalog
bn240303837,2.6227e-06,60372.8369,329.93,-39.78,Fermi-GBM,fermi_lat_grb_catalog
bn110118857,2.966e-06,55579.8572,226.57,-39.55,Fermi-GBM,fermi_lat_grb_catalog
bn181008877,2.6304e-05,58399.8767,94.65,-39.54,Fermi-GBM,fermi_lat_grb_catalog
bn220721021,5.3887e-07,59781.0211,356.6,-39.52,Fermi-GBM,fermi_lat_grb_catalog
bn110625579,3.5648e-06,55737.5788,315.33,-39.44,Fermi-GBM,fermi_lat_grb_catalog
bn150708339,1.7087e-05,57211.3394,308.56,-39.36,Fermi-GBM,fermi_lat_grb_catalog
bn120121101,1.9545e-06,55947.1013,235.67,-39.34,Fermi-GBM,fermi_lat_grb_catalog
bn150522433,2.29e-06,57164.4332,289.32,-39.67,Fermi-GBM,fermi_lat_grb_catalog
bn170510217,4.3867e-05,57883.217,159.911,-39.328,Fermi-GBM,fermi_lat_grb_catalog
bn170802638,2.4481e-06,57967.6378,52.3,-39.21,Fermi-GBM,fermi_lat_grb_catalog
bn150523690,5.729e-06,57165.6902,202.27,-39.2,Fermi-GBM,fermi_lat_grb_catalog
bn211019250,0.00010706,59506.2497,109.56,-39.19,Fermi-GBM,fermi_lat_grb_catalog
bn140619490,2.1028e-07,56827.4903,304.96,-39.18,Fermi-GBM,fermi_lat_grb_catalog
bn170607946,4.9527e-05,57911.9458,246.661,-39.159,Fermi-GBM,fermi_lat_grb_catalog
bn251016625,2.1824e-06,60964.6245,266.207,-39.577,Fermi-GBM,fermi_lat_grb_catalog
bn201121062,1.1026e-05,59174.0624,210.83,-27.93,Fermi-GBM,fermi_lat_grb_catalog
bn090316311,1.064e-06,54906.3109,256.1,-38.9,Fermi-GBM,fermi_lat_grb_catalog
bn101205309,3.9049e-07,55535.3086,322.1,-39.1,Fermi-GBM,fermi_lat_grb_catalog
bn100625773,5.6346e-07,55372.7726,15.7949,-39.0883,Fermi-GBM,fermi_lat_grb_catalog
bn180524416,6.192e-07,58262.4156,140.05,-39.05,Fermi-GBM,fermi_lat_grb_catalog
bn090926914,1.0534e-05,55100.9135,46.318,-39.011,Fermi-GBM,fermi_lat_grb_catalog
bn170323058,1.5667e-06,57835.0579,145.19,-39.0,Fermi-GBM,fermi_lat_grb_catalog
bn090907017,4.5416e-06,55081.0168,86.33,-38.85,Fermi-GBM,fermi_lat_grb_catalog
bn140710537,3.8259e-07,56848.5369,2.8,-38.88,Fermi-GBM,fermi_lat_grb_catalog
bn201121130,1.4777e-06,59174.1304,234.94,-38.88,Fermi-GBM,fermi_lat_grb_catalog
bn181222279,0.00015524,58474.2789,270.731,-38.848,Fermi-GBM,fermi_lat_grb_catalog
bn250509940,6.4239e-06,60804.9399,46.2296,-38.8413,Fermi-GBM,fermi_lat_grb_catalog
bn150423285,1.2639e-06,57135.2852,220.39,-38.84,Fermi-GBM,fermi_lat_grb_catalog
bn240629704,3.6081e-06,60490.7041,314.52,-38.83,Fermi-GBM,fermi_lat_grb_catalog
bn190519309,3.1133e-05,58622.309,114.767,-38.8052,Fermi-GBM,fermi_lat_grb_catalog
bn090117632,9.0634e-06,54848.6324,121.6,-38.8,Fermi-GBM,fermi_lat_grb_catalog
bn200320414,2.3873e-06,58928.4144,184.34,-38.74,Fermi-GBM,fermi_lat_grb_catalog
bn110609425,2.3535e-06,55721.4251,317.63,-38.16,Fermi-GBM,fermi_lat_grb_catalog
bn101224998,1.3553e-06,55554.9983,325.17,-38.66,Fermi-GBM,fermi_lat_grb_catalog
bn110721200,3.7042e-05,55763.1998,332.456,-38.628,Fermi-GBM,fermi_lat_grb_catalog
bn111107076,1.0405e-05,55872.0762,315.46,-38.53,Fermi-GBM,fermi_lat_grb_catalog
bn251121688,3.3681e-07,61000.6882,220.263,-38.513,Fermi-GBM,fermi_lat_grb_catalog
bn150712846,2.4535e-06,57215.846,20.25,-38.46,Fermi-GBM,fermi_lat_grb_catalog
bn241024337,6.1263e-06,60607.3374,117.27,-27.61,Fermi-GBM,fermi_lat_grb_catalog
bn170915161,7.4085e-06,58011.1608,120.26,-38.42,Fermi-GBM,fermi_lat_grb_catalog
bn190712018,2.1821e-07,58676.0176,341.06,-38.41,Fermi-GBM,fermi_lat_grb_catalog
bn180821653,1.0725e-06,58351.6532,309.78,-38.12,Fermi-GBM,fermi_lat_grb_catalog
bn101206036,5.8414e-06,55536.0363,164.08,-38.11,Fermi-GBM,fermi_lat_grb_catalog
bn200103678,9.1401e-07,58851.6784,355.38,-38.36,Fermi-GBM,fermi_lat_grb_catalog
bn170125102,1.0424e-07,57778.1022,359.41,-38.23,Fermi-GBM,fermi_lat_grb_catalog
bn220305676,9.1025e-06,59643.6757,109.17,-38.18,Fermi-GBM,fermi_lat_grb_catalog
bn120919052,2.0674e-05,56189.0517,298.0,-38.07,Fermi-GBM,fermi_lat_grb_catalog
bn171207809,2.157e-06,58094.8086,219.42,-38.06,Fermi-GBM,fermi_lat_grb_catalog
bn140706815,2.4869e-06,56844.815,49.2952,-38.0508,Fermi-GBM,fermi_lat_grb_catalog
bn210415284,6.041e-07,59319.2836,130.32,-37.94,Fermi-GBM,fermi_lat_grb_catalog
bn120612687,7.0505e-07,56090.6873,39.67,-37.91,Fermi-GBM,fermi_lat_grb_catalog
bn220523175,5.7853e-07,59722.1747,136.66,-37.46,Fermi-GBM,fermi_lat_grb_catalog
bn170614505,4.2351e-07,57918.5046,310.99,-37.91,Fermi-GBM,fermi_lat_grb_catalog
bn150603105,2.1035e-06,57176.1054,74.77,-37.87,Fermi-GBM,fermi_lat_grb_catalog
bn231222299,6.7542e-06,60300.2985,164.71,-37.75,Fermi-GBM,fermi_lat_grb_catalog
bn110702187,7.9885e-06,55744.1871,5.62,-37.66,Fermi-GBM,fermi_lat_grb_catalog
bn150201590,2.383e-06,57054.5902,11.8325,-37.6193,Fermi-GBM,fermi_lat_grb_catalog
bn190810675,2.6057e-07,58705.675,193.78,-37.56,Fermi-GBM,fermi_lat_grb_catalog
bn150201574,6.3139e-05,57054.5742,11.8325,-37.6193,Fermi-GBM,fermi_lat_grb_catalog
bn200914534,1.5381e-05,59106.5337,256.36,-37.59,Fermi-GBM,fermi_lat_grb_catalog
bn090608052,1.2448e-06,54990.0524,100.19,-37.41,Fermi-GBM,fermi_lat_grb_catalog
bn111120556,6.7277e-06,55885.5558,344.6,-37.34,Fermi-GBM,fermi_lat_grb_catalog
bn210102861,5.985e-06,59216.8606,235.737,-37.222,Fermi-GBM,fermi_lat_grb_catalog
bn120926426,4.3826e-06,56196.4259,59.72,-37.2,Fermi-GBM,fermi_lat_grb_catalog
bn130627372,1.5766e-06,56470.3716,184.445,-37.086,Fermi-GBM,fermi_lat_grb_catalog
bn230320949,1.9072e-07,60023.9487,253.7,-37.04,Fermi-GBM,fermi_lat_grb_catalog
bn100118100,1.4369e-06,55214.0997,9.26,-37.37,Fermi-GBM,fermi_lat_grb_catalog
bn181116484,1.7756e-05,58438.4839,5.25,-23.72,Fermi-GBM,fermi_lat_grb_catalog
bn091112737,9.8981e-06,55147.737,257.728,-36.715,Fermi-GBM,fermi_lat_grb_catalog
bn101102840,1.7217e-06,55502.8404,284.68,-37.03,Fermi-GBM,fermi_lat_grb_catalog
bn251018133,1.9774e-06,60966.1333,282.043,-37.0265,Fermi-GBM,fermi_lat_grb_catalog
bn251202769,7.243e-07,61011.7688,347.21,-23.34,Fermi-GBM,fermi_lat_grb_catalog
bn230516743,1.0911e-06,60080.743,148.5,29.57,Fermi-GBM,fermi_lat_grb_catalog
bn141003564,1.8542e-06,56933.564,321.77,-36.89,Fermi-GBM,fermi_lat_grb_catalog
bn140430716,9.1782e-06,56777.7162,146.38,-36.88,Fermi-GBM,fermi_lat_grb_catalog
bn180610377,8.5794e-06,58279.3772,205.52,-36.87,Fermi-GBM,fermi_lat_grb_catalog
bn210105669,3.0961e-07,59219.6688,70.99,-36.83,Fermi-GBM,fermi_lat_grb_catalog
bn231116403,5.9316e-07,60264.4032,24.59,-36.79,Fermi-GBM,fermi_lat_grb_catalog
bn180816088,1.6146e-05,58346.0884,126.21,-36.71,Fermi-GBM,fermi_lat_grb_catalog
bn251215181,1.368e-05,61024.1815,122.653,-36.7395,Fermi-GBM,fermi_lat_grb_catalog
bn201104808,2.4556e-06,59157.8079,240.32,-36.73,Fermi-GBM,fermi_lat_grb_catalog
bn140911012,6.7844e-06,56911.0119,128.39,-36.56,Fermi-GBM,fermi_lat_grb_catalog
bn231114388,1.5715e-07,60262.388,150.0,-36.55,Fermi-GBM,fermi_lat_grb_catalog
bn120222119,2.4509e-06,55979.1194,340.0,-36.41,Fermi-GBM,fermi_lat_grb_catalog
bn090718762,2.502e-05,55030.7623,274.12,-36.39,Fermi-GBM,fermi_lat_grb_catalog
bn181224987,1.5167e-07,58476.9874,192.99,-36.3,Fermi-GBM,fermi_lat_grb_catalog
bn201130230,3.6983e-07,59183.2297,165.93,29.63,Fermi-GBM,fermi_lat_grb_catalog
bn190411407,4.0735e-06,58584.4068,285.96,-36.27,Fermi-GBM,fermi_lat_grb_catalog
bn230724049,9.2377e-08,60149.049,269.02,-36.63,Fermi-GBM,fermi_lat_grb_catalog
bn140110263,5.426e-06,56667.2629,28.9,-36.26,Fermi-GBM,fermi_lat_grb_catalog
bn260419298,1.4308e-05,61149.2984,311.998,-36.202,Fermi-GBM,fermi_lat_grb_catalog
bn150726877,6.8193e-06,57229.8767,264.38,-36.2,Fermi-GBM,fermi_lat_grb_catalog
bn210917157,3.7459e-07,59474.1568,75.47,-36.18,Fermi-GBM,fermi_lat_grb_catalog
bn231014102,5.3541e-07,60231.1021,110.07,-36.05,Fermi-GBM,fermi_lat_grb_catalog
bn250514561,8.3083e-07,60809.5612,250.44,29.75,Fermi-GBM,fermi_lat_grb_catalog
bn090531775,3.1809e-07,54982.775,252.06,-36.05,Fermi-GBM,fermi_lat_grb_catalog
bn100805845,1.0611e-05,55413.8448,112.72,-35.93,Fermi-GBM,fermi_lat_grb_catalog
bn141128962,1.7603e-07,56989.9624,321.8,-35.76,Fermi-GBM,fermi_lat_grb_catalog
bn210318131,9.911e-07,59291.1311,264.227,-35.819,Fermi-GBM,fermi_lat_grb_catalog
bn090528173,6.5647e-06,54979.1729,134.9,-35.8,Fermi-GBM,fermi_lat_grb_catalog
bn081231140,1.6119e-05,54831.1396,208.6,-35.8,Fermi-GBM,fermi_lat_grb_catalog
bn120908873,1.2703e-05,56178.8733,268.67,-35.79,Fermi-GBM,fermi_lat_grb_catalog
bn240603423,8.3135e-06,60464.423,272.58,-35.78,Fermi-GBM,fermi_lat_grb_catalog
bn250910993,1.0294e-06,60928.9932,47.58,-35.77,Fermi-GBM,fermi_lat_grb_catalog
bn210712405,1.1935e-06,59407.405,97.3318,-35.3717,Fermi-GBM,fermi_lat_grb_catalog
bn180311074,7.5439e-07,58188.0735,53.95,-35.77,Fermi-GBM,fermi_lat_grb_catalog
bn150118409,0.00014114,57040.4085,240.24,-35.75,Fermi-GBM,fermi_lat_grb_catalog
bn180606730,1.2997e-06,58275.7303,261.65,-35.67,Fermi-GBM,fermi_lat_grb_catalog
bn150527662,5.0398e-06,57169.6623,10.8,-35.6,Fermi-GBM,fermi_lat_grb_catalog
bn141121414,8.7914e-07,56982.414,235.89,-35.6,Fermi-GBM,fermi_lat_grb_catalog
bn100504806,2.3263e-06,55320.8062,255.58,-35.6,Fermi-GBM,fermi_lat_grb_catalog
bn100510810,3.7181e-06,55326.8105,355.8,-35.6,Fermi-GBM,fermi_lat_grb_catalog
bn240115698,8.5121e-06,60324.6984,191.894,-35.566,Fermi-GBM,fermi_lat_grb_catalog
bn220304228,6.9942e-05,59642.2285,244.97,-35.7,Fermi-GBM,fermi_lat_grb_catalog
bn250317824,1.1383e-05,60751.8243,73.51,-35.69,Fermi-GBM,fermi_lat_grb_catalog
bn250521242,5.1467e-07,60816.2419,197.75,-35.13,Fermi-GBM,fermi_lat_grb_catalog
bn111025078,2.9813e-06,55859.0783,325.62,-35.52,Fermi-GBM,fermi_lat_grb_catalog
bn131216081,6.7779e-06,56642.0809,91.59,-35.5,Fermi-GBM,fermi_lat_grb_catalog
bn150711766,9.4843e-06,57214.766,221.627,-35.456,Fermi-GBM,fermi_lat_grb_catalog
bn170923101,2.4551e-06,58019.1007,120.12,-35.33,Fermi-GBM,fermi_lat_grb_catalog
bn230330018,1.0837e-06,60033.0181,65.05,-35.22,Fermi-GBM,fermi_lat_grb_catalog
bn180910352,8.6434e-07,58371.3525,263.68,-34.94,Fermi-GBM,fermi_lat_grb_catalog
bn121225417,6.958e-05,56286.4173,310.45,-34.83,Fermi-GBM,fermi_lat_grb_catalog
bn101128322,8.3558e-07,55528.3223,145.47,-35.2,Fermi-GBM,fermi_lat_grb_catalog
bn230102015,1.1508e-06,59946.0154,272.78,-35.14,Fermi-GBM,fermi_lat_grb_catalog
bn200101861,9.1089e-05,58849.8607,257.43,-35.06,Fermi-GBM,fermi_lat_grb_catalog
bn171227000,0.00028962,58114.0002,280.69,-35.03,Fermi-GBM,fermi_lat_grb_catalog
bn170718152,3.0268e-06,57952.1524,102.27,-35.0,Fermi-GBM,fermi_lat_grb_catalog
bn160225809,1.7677e-05,57443.8086,150.19,-34.71,Fermi-GBM,fermi_lat_grb_catalog
bn221016986,5.1056e-06,59868.9857,38.949,-34.624,Fermi-GBM,fermi_lat_grb_catalog
bn100910818,1.3408e-05,55449.8179,238.1,-34.62,Fermi-GBM,fermi_lat_grb_catalog
bn090427688,1.6151e-06,54948.6878,356.2,-34.6,Fermi-GBM,fermi_lat_grb_catalog
