name,catalog,written_at,event_count,hemisphere_imbalance,preferred_axis_score,energy_time_r,cluster_score,hemi_percentile,axis_percentile,et_r_percentile,clust_percentile,signal_tier,max_percentile
stage11_icecube_trialcorr,icecube_hese_events,2026-04-21T18:10:43.695756Z,37,-0.4594594594594595,0.16680974527685805,,1.0,0.99,0.67,0.5,0.0,strong_anomaly_like_deviation,0.99
stage11_icecube_trialcorr,icecube_hese_events,2026-04-21T18:11:16.448060Z,37,-0.4594594594594595,0.16680974527685805,,1.0,0.99,0.67,0.5,0.0,strong_anomaly_like_deviation,0.99
