event_id,energy,arrival_time,ra,dec,instrument,epoch
GRB 100414A,0.0,,192.112333,8.693031,Swift-BAT,swift_bat3_grb_catalog
GRB 100418A,3.29e-07,,256.362875,11.46175,Swift-BAT,swift_bat3_grb_catalog
GRB 100420A,4.51e-07,,296.127375,55.769444,Swift-BAT,swift_bat3_grb_catalog
GRB 100423A,8.53e-06,,136.45925,21.498417,Swift-BAT,swift_bat3_grb_catalog
GRB 100424A,1.35e-06,,209.447625,1.538583,Swift-BAT,swift_bat3_grb_catalog
GRB 100425A,5.13e-07,,299.196375,-26.430583,Swift-BAT,swift_bat3_grb_catalog
GRB 100427A,0.0,,89.171,-3.461,Swift-BAT,swift_bat3_grb_catalog
GRB 100504A,2.37e-06,,255.571375,-35.587278,Swift-BAT,swift_bat3_grb_catalog
GRB 100508A,7.92e-07,,76.245792,-20.711417,Swift-BAT,swift_bat3_grb_catalog
GRB 100513A,1.33e-06,,169.611667,3.627778,Swift-BAT,swift_bat3_grb_catalog
GRB 100514A,3.77e-07,,328.82275,29.160036,Swift-BAT,swift_bat3_grb_catalog
GRB 100518A,0.0,,304.788875,-24.554583,Swift-BAT,swift_bat3_grb_catalog
GRB 100522A,2.08e-06,,6.986542,9.40175,Swift-BAT,swift_bat3_grb_catalog
GRB 100526A,2.55e-06,,230.769042,25.632194,Swift-BAT,swift_bat3_grb_catalog
GRB 100526B,5.31e-07,,0.734833,-37.912889,Swift-BAT,swift_bat3_grb_catalog
GRB 100528A,0.0,,311.1413,27.8066,Swift-BAT,swift_bat3_grb_catalog
GRB 100606A,6.39e-06,,350.626583,-66.241333,Swift-BAT,swift_bat3_grb_catalog
GRB 100614A,2.71e-06,,263.499375,49.234139,Swift-BAT,swift_bat3_grb_catalog
GRB 100615A,4.95e-06,,177.205583,-19.481111,Swift-BAT,swift_bat3_grb_catalog
GRB 100619A,4.55e-06,,84.622292,-27.005556,Swift-BAT,swift_bat3_grb_catalog
GRB 100621A,1.94e-05,,315.3045,-51.10625,Swift-BAT,swift_bat3_grb_catalog
GRB 100625A,7.03e-07,,15.795458,-39.088444,Swift-BAT,swift_bat3_grb_catalog
GRB 100628A,1.52e-08,,225.972792,-31.6635,Swift-BAT,swift_bat3_grb_catalog
GRB 100702A,1.16e-07,,245.697042,-56.531083,Swift-BAT,swift_bat3_grb_catalog
GRB 100704A,5.72e-06,,133.6415,-24.202806,Swift-BAT,swift_bat3_grb_catalog
GRB 100713A,0.0,,255.201542,28.39425,Swift-BAT,swift_bat3_grb_catalog
GRB 100719A,5.31e-07,,112.319,-5.857,Swift-BAT,swift_bat3_grb_catalog
GRB 100724A,1.56e-07,,194.543333,-11.1025,Swift-BAT,swift_bat3_grb_catalog
GRB 100724B,0.0,,124.16,74.42,Swift-BAT,swift_bat3_grb_catalog
GRB 100725A,2.04e-06,,166.481583,-26.670472,Swift-BAT,swift_bat3_grb_catalog
GRB 100725B,6.84e-06,,290.033375,76.956444,Swift-BAT,swift_bat3_grb_catalog
GRB 100727A,1.2e-06,,154.17775,-21.390611,Swift-BAT,swift_bat3_grb_catalog
GRB 100728A,3.78e-05,,88.758375,-15.255667,Swift-BAT,swift_bat3_grb_catalog
GRB 100728B,1.67e-06,,44.05611,0.28116,Swift-BAT,swift_bat3_grb_catalog
GRB 100802A,3.53e-06,,2.46825,47.755222,Swift-BAT,swift_bat3_grb_catalog
GRB 100805A,5.09e-07,,299.87713,52.62783,Swift-BAT,swift_bat3_grb_catalog
GRB 100807A,2.95e-07,,55.301792,67.6715,Swift-BAT,swift_bat3_grb_catalog
GRB 100814A,8.98e-06,,22.47338,-17.99545,Swift-BAT,swift_bat3_grb_catalog
GRB 100816A,1.84e-06,,351.739917,26.578528,Swift-BAT,swift_bat3_grb_catalog
GRB 100823A,4.08e-07,,20.70429,5.83511,Swift-BAT,swift_bat3_grb_catalog
GRB 100901A,1.93e-06,,27.26424,22.75856,Swift-BAT,swift_bat3_grb_catalog
GRB 100902A,3.09e-06,,48.629,30.979111,Swift-BAT,swift_bat3_grb_catalog
GRB 100904A,1.25e-06,,172.907,-16.185,Swift-BAT,swift_bat3_grb_catalog
GRB 100905A,1.73e-07,,31.550167,14.929528,Swift-BAT,swift_bat3_grb_catalog
GRB 100906A,1.17e-05,,28.683833,55.630361,Swift-BAT,swift_bat3_grb_catalog
GRB 100909A,0.0,,73.949417,54.658917,Swift-BAT,swift_bat3_grb_catalog
GRB 100915A,1.46e-06,,315.694625,65.672972,Swift-BAT,swift_bat3_grb_catalog
GRB 100915B,0.0,,85.3944,25.0949,Swift-BAT,swift_bat3_grb_catalog
GRB 100917A,8.6e-07,,289.25,-17.12,Swift-BAT,swift_bat3_grb_catalog
GRB 100924A,7.56e-06,,0.676083,7.000778,Swift-BAT,swift_bat3_grb_catalog
GRB 100928A,3.49e-07,,223.037,-28.542,Swift-BAT,swift_bat3_grb_catalog
GRB 101008A,1.13e-06,,328.875292,37.067111,Swift-BAT,swift_bat3_grb_catalog
GRB 101011A,1.38e-06,,48.29487,-65.98167,Swift-BAT,swift_bat3_grb_catalog
GRB 101017A,1.69e-05,,291.38565,-35.14482,Swift-BAT,swift_bat3_grb_catalog
GRB 101020A,2.59e-06,,189.607,23.129,Swift-BAT,swift_bat3_grb_catalog
GRB 101023A,2.73e-05,,317.9636,-65.38769,Swift-BAT,swift_bat3_grb_catalog
GRB 101024A,1.45e-06,,66.507333,-77.265456,Swift-BAT,swift_bat3_grb_catalog
GRB 101030A,2.89e-06,,166.382,-16.378083,Swift-BAT,swift_bat3_grb_catalog
GRB 101112A,0.0,,292.228567,39.352964,Swift-BAT,swift_bat3_grb_catalog
GRB 101114A,8e-07,,303.211333,14.033,Swift-BAT,swift_bat3_grb_catalog
GRB 101117B,1.11e-06,,173.00225,-72.66275,Swift-BAT,swift_bat3_grb_catalog
GRB 101129A,9e-08,,155.921,-17.645,Swift-BAT,swift_bat3_grb_catalog
GRB 101201A,0.0,,1.967458,-16.184839,Swift-BAT,swift_bat3_grb_catalog
GRB 101204A,1.2e-06,,167.53683,-20.42014,Swift-BAT,swift_bat3_grb_catalog
GRB 101213A,4.97e-06,,241.313833,21.897444,Swift-BAT,swift_bat3_grb_catalog
GRB 101219A,4.2e-07,,74.585375,-2.539722,Swift-BAT,swift_bat3_grb_catalog
GRB 101219B,2.66e-06,,12.23061,-34.56652,Swift-BAT,swift_bat3_grb_catalog
GRB 101224A,6.85e-08,,285.924083,45.71375,Swift-BAT,swift_bat3_grb_catalog
GRB 101225A,1.83e-06,,0.197917,44.600667,Swift-BAT,swift_bat3_grb_catalog
GRB 110102A,1.65e-05,,245.88087,7.61383,Swift-BAT,swift_bat3_grb_catalog
GRB 110106A,2.93e-07,,79.306208,64.173583,Swift-BAT,swift_bat3_grb_catalog
GRB 110106B,2.05e-06,,134.155279,47.002914,Swift-BAT,swift_bat3_grb_catalog
GRB 110107A,5.8e-06,,299.909292,41.914278,Swift-BAT,swift_bat3_grb_catalog
GRB 110112A,2.79e-08,,329.9325,26.457194,Swift-BAT,swift_bat3_grb_catalog
GRB 110112B,0.0,,10.599,64.406,Swift-BAT,swift_bat3_grb_catalog
GRB 110119A,7.03e-06,,348.58587,5.98626,Swift-BAT,swift_bat3_grb_catalog
GRB 110128A,7.18e-07,,193.89625,28.065028,Swift-BAT,swift_bat3_grb_catalog
GRB 110201A,6.82e-07,,137.582125,88.605611,Swift-BAT,swift_bat3_grb_catalog
GRB 110205A,1.71e-05,,164.629583,67.52525,Swift-BAT,swift_bat3_grb_catalog
GRB 110206A,0.0,,92.3335,-58.806917,Swift-BAT,swift_bat3_grb_catalog
GRB 110207A,1.59e-06,,12.54,-10.79,Swift-BAT,swift_bat3_grb_catalog
GRB 110208A,2.69e-07,,22.461917,-20.592639,Swift-BAT,swift_bat3_grb_catalog
GRB 110210A,9.6e-07,,13.056792,7.77975,Swift-BAT,swift_bat3_grb_catalog
GRB 110212A,2.53e-07,,69.025,43.716,Swift-BAT,swift_bat3_grb_catalog
GRB 110213A,5.87e-06,,42.964125,49.273206,Swift-BAT,swift_bat3_grb_catalog
GRB 110213B,0.0,,41.756042,1.14625,Swift-BAT,swift_bat3_grb_catalog
GRB 110223A,1.6e-07,,345.852167,87.557861,Swift-BAT,swift_bat3_grb_catalog
GRB 110223B,5.85e-07,,150.23325,-68.301667,Swift-BAT,swift_bat3_grb_catalog
GRB 110305A,7.86e-07,,260.880417,-15.802444,Swift-BAT,swift_bat3_grb_catalog
GRB 110312A,8.23e-07,,157.48125,-5.262417,Swift-BAT,swift_bat3_grb_catalog
GRB 110315A,4.06e-06,,279.195167,17.538972,Swift-BAT,swift_bat3_grb_catalog
GRB 110318A,4.85e-06,,338.292,-15.278,Swift-BAT,swift_bat3_grb_catalog
GRB 110318B,2.79e-07,,211.678167,-51.578806,Swift-BAT,swift_bat3_grb_catalog
GRB 110319A,1.43e-06,,356.50287,-66.01122,Swift-BAT,swift_bat3_grb_catalog
GRB 110319B,1e-06,,326.094792,-56.782417,Swift-BAT,swift_bat3_grb_catalog
GRB 110402A,3.4e-06,,197.402667,61.252694,Swift-BAT,swift_bat3_grb_catalog
GRB 110407A,1.64e-06,,186.031392,15.711842,Swift-BAT,swift_bat3_grb_catalog
GRB 110411A,3.3e-06,,291.440208,67.710861,Swift-BAT,swift_bat3_grb_catalog
GRB 110412A,1.7e-06,,133.491,13.488,Swift-BAT,swift_bat3_grb_catalog
GRB 110414A,3.93e-06,,97.872917,24.362417,Swift-BAT,swift_bat3_grb_catalog
GRB 110420A,6.12e-06,,2.16363,-37.88664,Swift-BAT,swift_bat3_grb_catalog
GRB 110420B,2.9e-08,,320.045,-41.277,Swift-BAT,swift_bat3_grb_catalog
GRB 110422A,3.67e-05,,112.046083,75.106944,Swift-BAT,swift_bat3_grb_catalog
GRB 110426A,0.0,,221.088,-11.153,Swift-BAT,swift_bat3_grb_catalog
GRB 110428A,0.0,,5.460167,64.815444,Swift-BAT,swift_bat3_grb_catalog
GRB 110503A,1.02e-05,,132.775875,52.207619,Swift-BAT,swift_bat3_grb_catalog
GRB 110519A,3.99e-06,,261.638,-23.426,Swift-BAT,swift_bat3_grb_catalog
GRB 110520A,1.07e-06,,134.34074,56.42735,Swift-BAT,swift_bat3_grb_catalog
GRB 110521A,6.72e-07,,120.132958,45.826917,Swift-BAT,swift_bat3_grb_catalog
GRB 110530A,5.05e-07,,282.06833,61.92913,Swift-BAT,swift_bat3_grb_catalog
GRB 110604A,0.0,,270.85925,18.399278,Swift-BAT,swift_bat3_grb_catalog
GRB 110608A,0.0,,315.2812,32.0413,Swift-BAT,swift_bat3_grb_catalog
GRB 110610A,4.92e-06,,308.178083,74.825,Swift-BAT,swift_bat3_grb_catalog
GRB 110625A,2.82e-05,,286.731667,6.753778,Swift-BAT,swift_bat3_grb_catalog
GRB 110708A,0.0,,340.1135,53.962111,Swift-BAT,swift_bat3_grb_catalog
GRB 110709A,1.01e-05,,238.891417,40.924194,Swift-BAT,swift_bat3_grb_catalog
GRB 110709B,4.98e-05,,164.654642,-23.454656,Swift-BAT,swift_bat3_grb_catalog
GRB 110715A,1.18e-05,,237.68369,-46.23515,Swift-BAT,swift_bat3_grb_catalog
GRB 110719A,1.62e-06,,24.580833,34.586278,Swift-BAT,swift_bat3_grb_catalog
GRB 110721A,0.0,,333.4,-39.0,Swift-BAT,swift_bat3_grb_catalog
GRB 110726A,2.18e-07,,286.71693,56.0713,Swift-BAT,swift_bat3_grb_catalog
GRB 110731A,5.96e-06,,280.50413,-28.537167,Swift-BAT,swift_bat3_grb_catalog
GRB 110801A,4.72e-06,,89.43695,80.95592,Swift-BAT,swift_bat3_grb_catalog
GRB 110802A,0.0,,44.455,32.593,Swift-BAT,swift_bat3_grb_catalog
GRB 110808A,3.27e-07,,57.2678,-44.19448,Swift-BAT,swift_bat3_grb_catalog
GRB 110815A,0.0,,85.297,32.442,Swift-BAT,swift_bat3_grb_catalog
GRB 110818A,3.99e-06,,317.337667,-63.981194,Swift-BAT,swift_bat3_grb_catalog
GRB 110820A,8.2e-07,,343.192083,70.298639,Swift-BAT,swift_bat3_grb_catalog
GRB 110825A,0.0,,44.896,15.407,Swift-BAT,swift_bat3_grb_catalog
GRB 110827A,1.81e-07,,164.059,53.817,Swift-BAT,swift_bat3_grb_catalog
GRB 110903A,0.0,,197.065917,58.981611,Swift-BAT,swift_bat3_grb_catalog
GRB 110906A,0.0,,296.915,-26.231,Swift-BAT,swift_bat3_grb_catalog
GRB 110915A,5.78e-06,,310.824542,-0.723167,Swift-BAT,swift_bat3_grb_catalog
GRB 110915B,0.0,,77.554667,1.932806,Swift-BAT,swift_bat3_grb_catalog
GRB 110918A,0.0,,32.539125,-27.105444,Swift-BAT,swift_bat3_grb_catalog
GRB 110921A,2.39e-06,,294.097825,36.328717,Swift-BAT,swift_bat3_grb_catalog
GRB 110928A,6.99e-07,,257.732667,36.535722,Swift-BAT,swift_bat3_grb_catalog
GRB 111005A,6.2e-07,,223.282417,-19.736722,Swift-BAT,swift_bat3_grb_catalog
GRB 111008A,5.35e-06,,60.451,-32.709278,Swift-BAT,swift_bat3_grb_catalog
GRB 111016A,4.03e-06,,153.834292,27.462222,Swift-BAT,swift_bat3_grb_catalog
GRB 111018A,4.01e-07,,271.488667,-3.90725,Swift-BAT,swift_bat3_grb_catalog
GRB 111020A,6.46e-08,,287.052092,-38.011828,Swift-BAT,swift_bat3_grb_catalog
GRB 111022A,1.9e-06,,275.864833,-23.673222,Swift-BAT,swift_bat3_grb_catalog
GRB 111022B,8.98e-07,,108.964833,49.683806,Swift-BAT,swift_bat3_grb_catalog
GRB 111026A,1.67e-07,,244.256,-47.435,Swift-BAT,swift_bat3_grb_catalog
GRB 111029A,4.22e-07,,44.783625,57.110972,Swift-BAT,swift_bat3_grb_catalog
GRB 111103A,1.39e-06,,327.111,-10.532,Swift-BAT,swift_bat3_grb_catalog
GRB 111103B,7.96e-06,,265.693292,1.610056,Swift-BAT,swift_bat3_grb_catalog
GRB 111107A,8.83e-07,,129.47775,-66.52009,Swift-BAT,swift_bat3_grb_catalog
GRB 111109A,2.44e-07,,118.203583,-41.5845,Swift-BAT,swift_bat3_grb_catalog
GRB 111117A,1.45e-07,,12.692738,23.011114,Swift-BAT,swift_bat3_grb_catalog
GRB 111121A,2.2e-06,,154.761208,-46.670722,Swift-BAT,swift_bat3_grb_catalog
GRB 111123A,7.32e-06,,154.846375,-20.644722,Swift-BAT,swift_bat3_grb_catalog
GRB 111126A,7e-08,,276.057,51.461,Swift-BAT,swift_bat3_grb_catalog
GRB 111129A,1.8e-07,,307.43396,-52.71293,Swift-BAT,swift_bat3_grb_catalog
GRB 111201A,4.6e-07,,190.478,32.987194,Swift-BAT,swift_bat3_grb_catalog
GRB 111204A,4.66e-07,,336.628375,-31.374806,Swift-BAT,swift_bat3_grb_catalog
GRB 111205A,0.0,,134.679292,-31.943278,Swift-BAT,swift_bat3_grb_catalog
GRB 111207A,0.0,,92.924,-39.504,Swift-BAT,swift_bat3_grb_catalog
GRB 111208A,9.8e-07,,290.224333,40.676167,Swift-BAT,swift_bat3_grb_catalog
GRB 111209A,3.61e-05,,14.34429,-46.80106,Swift-BAT,swift_bat3_grb_catalog
GRB 111210A,1.64e-07,,191.47675,-7.166028,Swift-BAT,swift_bat3_grb_catalog
GRB 111211A,0.0,,153.090333,11.208139,Swift-BAT,swift_bat3_grb_catalog
GRB 111212A,1.4e-06,,310.431542,-68.612417,Swift-BAT,swift_bat3_grb_catalog
GRB 111215A,2.68e-06,,349.555458,32.494217,Swift-BAT,swift_bat3_grb_catalog
GRB 111215B,0.0,,222.403,16.439,Swift-BAT,swift_bat3_grb_catalog
GRB 111222A,0.0,,179.22008,69.07096,Swift-BAT,swift_bat3_grb_catalog
GRB 111225A,1.31e-06,,13.1551,51.57208,Swift-BAT,swift_bat3_grb_catalog
GRB 111228A,8.55e-06,,150.06684,18.297834,Swift-BAT,swift_bat3_grb_catalog
GRB 111229A,3.32e-07,,76.28692,-84.71085,Swift-BAT,swift_bat3_grb_catalog
GRB 120102A,4.34e-06,,276.22456,24.71309,Swift-BAT,swift_bat3_grb_catalog
GRB 120106A,9.75e-07,,66.107542,64.038361,Swift-BAT,swift_bat3_grb_catalog
GRB 120107A,0.0,,246.31,-69.93,Swift-BAT,swift_bat3_grb_catalog
GRB 120114A,0.0,,317.9043,57.0358,Swift-BAT,swift_bat3_grb_catalog
GRB 120116A,2.89e-06,,16.241,33.930861,Swift-BAT,swift_bat3_grb_catalog
GRB 120118B,2e-06,,124.871,-7.18475,Swift-BAT,swift_bat3_grb_catalog
GRB 120119A,1.72e-05,,120.02889,-9.08159,Swift-BAT,swift_bat3_grb_catalog
GRB 120121A,1.1e-06,,249.354292,-23.961444,Swift-BAT,swift_bat3_grb_catalog
GRB 120202A,0.0,,203.5065,22.7747,Swift-BAT,swift_bat3_grb_catalog
GRB 120211A,8.3e-07,,87.75379,-24.7754,Swift-BAT,swift_bat3_grb_catalog
GRB 120212A,5.13e-07,,43.1002,-18.02062,Swift-BAT,swift_bat3_grb_catalog
GRB 120213A,1.86e-06,,301.01207,65.41128,Swift-BAT,swift_bat3_grb_catalog
GRB 120215A,4.01e-07,,30.04786,8.802,Swift-BAT,swift_bat3_grb_catalog
GRB 120218A,5.32e-06,,319.7641,-25.4626,Swift-BAT,swift_bat3_grb_catalog
GRB 120219A,5.42e-07,,129.790042,51.032083,Swift-BAT,swift_bat3_grb_catalog
GRB 120224A,2.39e-07,,40.94222,-17.76129,Swift-BAT,swift_bat3_grb_catalog
GRB 120226A,0.0,,300.05,48.81,Swift-BAT,swift_bat3_grb_catalog
GRB 120229A,4.05e-08,,20.033,-35.796,Swift-BAT,swift_bat3_grb_catalog
GRB 120302A,6.6e-07,,122.39825,29.627972,Swift-BAT,swift_bat3_grb_catalog
GRB 120305A,2.01e-07,,47.53649,28.49171,Swift-BAT,swift_bat3_grb_catalog
GRB 120308A,1.17e-06,,219.083542,79.686722,Swift-BAT,swift_bat3_grb_catalog
GRB 120311A,3.08e-07,,273.092358,14.296194,Swift-BAT,swift_bat3_grb_catalog
GRB 120311B,1.02e-06,,258.56213,-13.05146,Swift-BAT,swift_bat3_grb_catalog
GRB 120312A,5.68e-07,,251.788458,23.858028,Swift-BAT,swift_bat3_grb_catalog
GRB 120320A,6.11e-07,,212.51758,8.69644,Swift-BAT,swift_bat3_grb_catalog
GRB 120324A,9.88e-06,,291.07845,24.12972,Swift-BAT,swift_bat3_grb_catalog
GRB 120326A,2.58e-06,,273.904708,69.259722,Swift-BAT,swift_bat3_grb_catalog
GRB 120327A,3.61e-06,,246.8645,-29.414928,Swift-BAT,swift_bat3_grb_catalog
GRB 120328A,4.74e-07,,241.61391,-39.33574,Swift-BAT,swift_bat3_grb_catalog
GRB 120401A,9.03e-07,,58.08258,-17.63569,Swift-BAT,swift_bat3_grb_catalog
GRB 120403A,9.96e-08,,42.458,40.489,Swift-BAT,swift_bat3_grb_catalog
GRB 120403B,2.08e-07,,55.27819,-89.00861,Swift-BAT,swift_bat3_grb_catalog
GRB 120404A,1.5e-06,,235.0095,12.885028,Swift-BAT,swift_bat3_grb_catalog
GRB 120419A,0.0,,187.38762,-63.00791,Swift-BAT,swift_bat3_grb_catalog
GRB 120422A,2.39e-07,,136.910083,14.018639,Swift-BAT,swift_bat3_grb_catalog
GRB 120426A,0.0,,111.537,-65.631,Swift-BAT,swift_bat3_grb_catalog
GRB 120510A,0.0,,44.285,72.85,Swift-BAT,swift_bat3_grb_catalog
GRB 120514A,2.84e-06,,283.00076,-4.26357,Swift-BAT,swift_bat3_grb_catalog
GRB 120521A,7.8e-08,,148.72464,-49.41734,Swift-BAT,swift_bat3_grb_catalog
GRB 120521B,2.16e-06,,197.00992,-52.75465,Swift-BAT,swift_bat3_grb_catalog
GRB 120521C,1.15e-06,,214.286675,42.144783,Swift-BAT,swift_bat3_grb_catalog
GRB 120612A,1.22e-06,,126.72166,-17.57474,Swift-BAT,swift_bat3_grb_catalog
GRB 120614A,0.0,,312.73,65.16,Swift-BAT,swift_bat3_grb_catalog
GRB 120622A,0.0,,205.43,-1.71,Swift-BAT,swift_bat3_grb_catalog
GRB 120624B,2.83e-05,,170.884625,8.928556,Swift-BAT,swift_bat3_grb_catalog
GRB 120630A,6.14e-08,,352.2948,42.5548,Swift-BAT,swift_bat3_grb_catalog
GRB 120701A,1.4e-06,,80.348,-58.549528,Swift-BAT,swift_bat3_grb_catalog
GRB 120703A,3.64e-06,,339.356708,-29.72325,Swift-BAT,swift_bat3_grb_catalog
GRB 120709A,0.0,,318.41,-50.03,Swift-BAT,swift_bat3_grb_catalog
GRB 120711A,0.0,,94.678496,-70.999106,Swift-BAT,swift_bat3_grb_catalog
GRB 120711B,5.58e-07,,331.69137,60.02267,Swift-BAT,swift_bat3_grb_catalog
GRB 120712A,1.84e-06,,169.5885,-20.033722,Swift-BAT,swift_bat3_grb_catalog
GRB 120714A,8.64e-07,,167.98289,-30.6273,Swift-BAT,swift_bat3_grb_catalog
GRB 120714B,1.2e-06,,355.40864,-46.18387,Swift-BAT,swift_bat3_grb_catalog
GRB 120716A,0.0,,313.050708,9.598306,Swift-BAT,swift_bat3_grb_catalog
GRB 120722A,1.29e-06,,230.4966,13.2513,Swift-BAT,swift_bat3_grb_catalog
GRB 120724A,7.32e-07,,245.18062,3.50772,Swift-BAT,swift_bat3_grb_catalog
GRB 120728A,2.42e-06,,137.09425,-54.437361,Swift-BAT,swift_bat3_grb_catalog
GRB 120729A,2.52e-06,,13.07431,49.93974,Swift-BAT,swift_bat3_grb_catalog
GRB 120802A,1.86e-06,,44.84258,13.76835,Swift-BAT,swift_bat3_grb_catalog
GRB 120803A,2.82e-07,,269.514,-6.7628,Swift-BAT,swift_bat3_grb_catalog
GRB 120803B,2.23e-06,,314.23525,53.304,Swift-BAT,swift_bat3_grb_catalog
GRB 120804A,8.77e-07,,233.947875,-28.782417,Swift-BAT,swift_bat3_grb_catalog
GRB 120805A,8.22e-07,,216.538,5.825472,Swift-BAT,swift_bat3_grb_catalog
GRB 120807A,2.9e-07,,241.26016,-47.47972,Swift-BAT,swift_bat3_grb_catalog
GRB 120811A,1.05e-06,,257.16542,-22.71054,Swift-BAT,swift_bat3_grb_catalog
GRB 120811C,3.02e-06,,199.682625,62.300722,Swift-BAT,swift_bat3_grb_catalog
GRB 120815A,4.94e-07,,273.957583,-52.131139,Swift-BAT,swift_bat3_grb_catalog
GRB 120816A,4.32e-07,,282.14359,-6.93788,Swift-BAT,swift_bat3_grb_catalog
GRB 120817A,6.91e-07,,250.691333,-38.353444,Swift-BAT,swift_bat3_grb_catalog
GRB 120817B,0.0,,8.31,-26.428,Swift-BAT,swift_bat3_grb_catalog
GRB 120819A,1.4e-06,,235.907667,-7.309139,Swift-BAT,swift_bat3_grb_catalog
GRB 120821A,0.0,,255.2692,-40.5212,Swift-BAT,swift_bat3_grb_catalog
GRB 120830A,0.0,,88.649,-28.984,Swift-BAT,swift_bat3_grb_catalog
GRB 120907A,6.13e-07,,74.75002,-9.31501,Swift-BAT,swift_bat3_grb_catalog
GRB 120908A,0.0,,230.64,-25.79,Swift-BAT,swift_bat3_grb_catalog
GRB 120909A,0.0,,275.736333,-59.448361,Swift-BAT,swift_bat3_grb_catalog
GRB 120911A,1.08e-06,,357.97938,63.09879,Swift-BAT,swift_bat3_grb_catalog
GRB 120913A,8.69e-07,,146.4,26.959,Swift-BAT,swift_bat3_grb_catalog
GRB 120913B,1.06e-05,,213.66025,-14.515889,Swift-BAT,swift_bat3_grb_catalog
GRB 120918A,3.68e-06,,181.042,-32.762,Swift-BAT,swift_bat3_grb_catalog
GRB 120919A,0.0,,214.768,-45.564,Swift-BAT,swift_bat3_grb_catalog
GRB 120922A,5.6e-06,,234.7485,-20.181722,Swift-BAT,swift_bat3_grb_catalog
GRB 120923A,3.24e-07,,303.794917,6.221194,Swift-BAT,swift_bat3_grb_catalog
GRB 120927A,2.63e-06,,136.61375,0.41618,Swift-BAT,swift_bat3_grb_catalog
GRB 121001A,1.72e-06,,276.032667,-5.665361,Swift-BAT,swift_bat3_grb_catalog
GRB 121011A,2.39e-06,,260.213417,41.110389,Swift-BAT,swift_bat3_grb_catalog
GRB 121014A,1.01e-06,,166.645,-29.105,Swift-BAT,swift_bat3_grb_catalog
GRB 121017A,6.19e-07,,288.83007,-1.60453,Swift-BAT,swift_bat3_grb_catalog
GRB 121024A,1.08e-06,,70.472083,-12.290694,Swift-BAT,swift_bat3_grb_catalog
GRB 121025A,0.0,,248.38182,27.67189,Swift-BAT,swift_bat3_grb_catalog
GRB 121027A,2.23e-06,,63.597667,-58.829833,Swift-BAT,swift_bat3_grb_catalog
GRB 121028A,3.18e-07,,271.89948,-2.29358,Swift-BAT,swift_bat3_grb_catalog
GRB 121031A,7.83e-06,,170.77019,-3.51704,Swift-BAT,swift_bat3_grb_catalog
GRB 121102A,1.94e-06,,270.90091,-16.9579,Swift-BAT,swift_bat3_grb_catalog
GRB 121108A,9.62e-07,,83.19407,54.47351,Swift-BAT,swift_bat3_grb_catalog
GRB 121117A,1.4e-06,,31.61075,7.4195,Swift-BAT,swift_bat3_grb_catalog
GRB 121123A,1.32e-05,,307.31792,-11.85989,Swift-BAT,swift_bat3_grb_catalog
GRB 121125A,4.72e-06,,228.5274,55.31332,Swift-BAT,swift_bat3_grb_catalog
GRB 121128A,6.89e-06,,300.6,54.29974,Swift-BAT,swift_bat3_grb_catalog
GRB 121201A,6.87e-07,,13.46732,-42.94292,Swift-BAT,swift_bat3_grb_catalog
GRB 121202A,1.13e-06,,256.79691,23.94822,Swift-BAT,swift_bat3_grb_catalog
GRB 121209A,2.75e-06,,326.78719,-8.2353,Swift-BAT,swift_bat3_grb_catalog
GRB 121211A,1.33e-06,,195.53328,30.14849,Swift-BAT,swift_bat3_grb_catalog
GRB 121212A,1.39e-07,,177.793333,78.037583,Swift-BAT,swift_bat3_grb_catalog
GRB 121217A,5.93e-06,,153.710029,-62.350981,Swift-BAT,swift_bat3_grb_catalog
GRB 121226A,1.45e-07,,168.642167,-30.406358,Swift-BAT,swift_bat3_grb_catalog
GRB 121229A,8.3e-07,,190.101208,-50.5943,Swift-BAT,swift_bat3_grb_catalog
