event_id,energy,arrival_time,ra,dec,instrument,epoch
GRB 070920A,5.22e-07,,100.959,72.242,Swift-BAT,swift_bat3_grb_catalog
GRB 070920B,6.95e-07,,0.130125,-34.851333,Swift-BAT,swift_bat3_grb_catalog
GRB 070923,4.92e-08,,184.625,-38.297,Swift-BAT,swift_bat3_grb_catalog
GRB 070925,0.0,,253.214417,-22.028778,Swift-BAT,swift_bat3_grb_catalog
GRB 071001,7.86e-07,,149.7336,-59.7818,Swift-BAT,swift_bat3_grb_catalog
GRB 071003,8.35e-06,,301.8505,10.947722,Swift-BAT,swift_bat3_grb_catalog
GRB 071006,0.0,,335.282,-23.152,Swift-BAT,swift_bat3_grb_catalog
GRB 071008,2.5e-07,,151.588625,44.321583,Swift-BAT,swift_bat3_grb_catalog
GRB 071010A,2.02e-07,,288.060933,-32.401989,Swift-BAT,swift_bat3_grb_catalog
GRB 071010B,4.45e-06,,150.5385,45.730472,Swift-BAT,swift_bat3_grb_catalog
GRB 071010C,0.0,,338.078,66.155,Swift-BAT,swift_bat3_grb_catalog
GRB 071011,2.46e-06,,8.386379,61.134603,Swift-BAT,swift_bat3_grb_catalog
GRB 071013,3.22e-07,,279.5,33.839,Swift-BAT,swift_bat3_grb_catalog
GRB 071017,0.0,,274.718,-16.001,Swift-BAT,swift_bat3_grb_catalog
GRB 071018,1.05e-06,,164.833,53.804,Swift-BAT,swift_bat3_grb_catalog
GRB 071020,2.34e-06,,119.66575,32.861222,Swift-BAT,swift_bat3_grb_catalog
GRB 071021,1.36e-06,,340.642958,23.718472,Swift-BAT,swift_bat3_grb_catalog
GRB 071025,7.32e-06,,355.071158,31.778575,Swift-BAT,swift_bat3_grb_catalog
GRB 071028A,3.25e-07,,119.819333,21.484722,Swift-BAT,swift_bat3_grb_catalog
GRB 071028B,4.96e-07,,354.20175,-31.608111,Swift-BAT,swift_bat3_grb_catalog
GRB 071031,8.99e-07,,6.4053,-58.05956,Swift-BAT,swift_bat3_grb_catalog
GRB 071101,7.02e-08,,48.176625,62.500583,Swift-BAT,swift_bat3_grb_catalog
GRB 071104,0.0,,295.61175,14.610333,Swift-BAT,swift_bat3_grb_catalog
GRB 071109,0.0,,289.913,2.048,Swift-BAT,swift_bat3_grb_catalog
GRB 071112B,4.75e-08,,260.198,-80.886,Swift-BAT,swift_bat3_grb_catalog
GRB 071112C,0.0,,39.2122,28.3713,Swift-BAT,swift_bat3_grb_catalog
GRB 071117,2.43e-06,,335.043417,-63.443194,Swift-BAT,swift_bat3_grb_catalog
GRB 071118,6.64e-07,,299.715833,70.124778,Swift-BAT,swift_bat3_grb_catalog
GRB 071122,6.34e-07,,276.605125,47.075361,Swift-BAT,swift_bat3_grb_catalog
GRB 071129,3.69e-06,,220.043,-26.667,Swift-BAT,swift_bat3_grb_catalog
GRB 071227,5.05e-07,,58.13025,-55.984306,Swift-BAT,swift_bat3_grb_catalog
GRB 080120,0.0,,225.26365,-10.874942,Swift-BAT,swift_bat3_grb_catalog
GRB 080121,3.2e-08,,137.245,41.828,Swift-BAT,swift_bat3_grb_catalog
GRB 080123,1.56e-08,,338.943083,-64.900889,Swift-BAT,swift_bat3_grb_catalog
GRB 080129,9.65e-07,,105.284167,-7.846194,Swift-BAT,swift_bat3_grb_catalog
GRB 080130,0.0,,261.61975,-53.186694,Swift-BAT,swift_bat3_grb_catalog
GRB 080205,2.03e-06,,98.252583,62.792217,Swift-BAT,swift_bat3_grb_catalog
GRB 080207,0.0,,207.512208,7.502194,Swift-BAT,swift_bat3_grb_catalog
GRB 080210,1.81e-06,,251.266708,13.826639,Swift-BAT,swift_bat3_grb_catalog
GRB 080211,0.0,,43.962083,60.095444,Swift-BAT,swift_bat3_grb_catalog
GRB 080212,3.05e-06,,231.147583,-22.741333,Swift-BAT,swift_bat3_grb_catalog
GRB 080218A,6.19e-07,,355.956,12.167,Swift-BAT,swift_bat3_grb_catalog
GRB 080218B,4.97e-07,,177.956875,-53.096806,Swift-BAT,swift_bat3_grb_catalog
GRB 080229A,9.1e-06,,228.21775,-14.704472,Swift-BAT,swift_bat3_grb_catalog
GRB 080229B,0.0,,199.250333,-64.863694,Swift-BAT,swift_bat3_grb_catalog
GRB 080303,6.68e-07,,112.057958,-70.233417,Swift-BAT,swift_bat3_grb_catalog
GRB 080307,9.27e-07,,136.62825,35.138889,Swift-BAT,swift_bat3_grb_catalog
GRB 080310,2.31e-06,,220.0575,-0.1749,Swift-BAT,swift_bat3_grb_catalog
GRB 080315,0.0,,155.124,41.701,Swift-BAT,swift_bat3_grb_catalog
GRB 080319A,4.45e-06,,206.333375,44.080167,Swift-BAT,swift_bat3_grb_catalog
GRB 080319B,8.5e-05,,217.92075,36.302444,Swift-BAT,swift_bat3_grb_catalog
GRB 080319C,3.51e-06,,258.98121,55.39183,Swift-BAT,swift_bat3_grb_catalog
GRB 080319D,3.23e-07,,99.473333,23.942833,Swift-BAT,swift_bat3_grb_catalog
GRB 080320,2.83e-07,,177.735113,57.156639,Swift-BAT,swift_bat3_grb_catalog
GRB 080325,4.85e-06,,277.892667,36.523417,Swift-BAT,swift_bat3_grb_catalog
GRB 080328,9.51e-06,,80.482792,47.510944,Swift-BAT,swift_bat3_grb_catalog
GRB 080330,3.48e-07,,169.26881,30.62319,Swift-BAT,swift_bat3_grb_catalog
GRB 080405,0.0,,162.599583,-4.28875,Swift-BAT,swift_bat3_grb_catalog
GRB 080408,0.0,,114.66496,33.30414,Swift-BAT,swift_bat3_grb_catalog
GRB 080409,5.62e-07,,84.330375,5.084917,Swift-BAT,swift_bat3_grb_catalog
GRB 080411,2.65e-05,,37.979958,-71.302028,Swift-BAT,swift_bat3_grb_catalog
GRB 080413A,3.52e-06,,287.298967,-27.677775,Swift-BAT,swift_bat3_grb_catalog
GRB 080413B,3.25e-06,,326.144375,-19.981222,Swift-BAT,swift_bat3_grb_catalog
GRB 080414,0.0,,272.1342,-18.8291,Swift-BAT,swift_bat3_grb_catalog
GRB 080426,3.74e-07,,26.499167,69.4685,Swift-BAT,swift_bat3_grb_catalog
GRB 080430,1.17e-06,,165.3115,51.685639,Swift-BAT,swift_bat3_grb_catalog
GRB 080503,2e-06,,286.619858,68.793203,Swift-BAT,swift_bat3_grb_catalog
GRB 080506,1.29e-06,,329.424333,38.985028,Swift-BAT,swift_bat3_grb_catalog
GRB 080507,0.0,,233.680792,56.435633,Swift-BAT,swift_bat3_grb_catalog
GRB 080514B,0.0,,322.84463,0.70789,Swift-BAT,swift_bat3_grb_catalog
GRB 080515,2.18e-06,,3.1625,32.578056,Swift-BAT,swift_bat3_grb_catalog
GRB 080516,2.65e-07,,120.6415,-26.159333,Swift-BAT,swift_bat3_grb_catalog
GRB 080517,5.88e-07,,102.241958,50.735222,Swift-BAT,swift_bat3_grb_catalog
GRB 080520,5.89e-08,,280.192917,-54.991944,Swift-BAT,swift_bat3_grb_catalog
GRB 080521,0.0,,182.183,30.583,Swift-BAT,swift_bat3_grb_catalog
GRB 080523,7.25e-07,,20.798167,-64.030997,Swift-BAT,swift_bat3_grb_catalog
GRB 080524,2.43e-07,,268.52,80.137,Swift-BAT,swift_bat3_grb_catalog
GRB 080602A,3.26e-06,,19.175708,-9.232194,Swift-BAT,swift_bat3_grb_catalog
GRB 080602B,0.0,,4.421,48.57,Swift-BAT,swift_bat3_grb_catalog
GRB 080603A,0.0,,279.408751,62.74407,Swift-BAT,swift_bat3_grb_catalog
GRB 080603B,2.47e-06,,176.53192,68.061108,Swift-BAT,swift_bat3_grb_catalog
GRB 080604,7.89e-07,,236.9654,20.5578,Swift-BAT,swift_bat3_grb_catalog
GRB 080605,1.34e-05,,262.12522,4.01555,Swift-BAT,swift_bat3_grb_catalog
GRB 080607,2.47e-05,,194.94665,15.91965,Swift-BAT,swift_bat3_grb_catalog
GRB 080613A,0.0,,213.270917,5.173194,Swift-BAT,swift_bat3_grb_catalog
GRB 080613B,5.71e-06,,173.798,-7.105028,Swift-BAT,swift_bat3_grb_catalog
GRB 080623,1.07e-06,,237.661,-62.049083,Swift-BAT,swift_bat3_grb_catalog
GRB 080625,0.0,,298.4044,56.2779,Swift-BAT,swift_bat3_grb_catalog
GRB 080701A,7.41e-07,,45.838583,75.474778,Swift-BAT,swift_bat3_grb_catalog
GRB 080701B,0.0,,35.555,39.818,Swift-BAT,swift_bat3_grb_catalog
GRB 080702A,3.8e-08,,313.050833,72.312944,Swift-BAT,swift_bat3_grb_catalog
GRB 080702B,5.72e-07,,355.5665,-5.5141,Swift-BAT,swift_bat3_grb_catalog
GRB 080703,2.08e-07,,101.8027,-63.2192,Swift-BAT,swift_bat3_grb_catalog
GRB 080707,6.26e-07,,32.618333,33.109528,Swift-BAT,swift_bat3_grb_catalog
GRB 080710,1.35e-06,,8.273542,19.501472,Swift-BAT,swift_bat3_grb_catalog
GRB 080714,2.55e-06,,188.106208,-60.277583,Swift-BAT,swift_bat3_grb_catalog
GRB 080721,1.41e-05,,224.48273,-11.723483,Swift-BAT,swift_bat3_grb_catalog
GRB 080723A,3.49e-07,,274.490542,-6.899583,Swift-BAT,swift_bat3_grb_catalog
GRB 080723B,0.0,,176.83317,-60.24096,Swift-BAT,swift_bat3_grb_catalog
GRB 080725,3.85e-06,,121.699,-13.986,Swift-BAT,swift_bat3_grb_catalog
GRB 080727A,1.34e-07,,208.390875,-18.544583,Swift-BAT,swift_bat3_grb_catalog
GRB 080727B,3.2e-06,,276.858542,1.16325,Swift-BAT,swift_bat3_grb_catalog
GRB 080727C,5.3e-06,,32.634083,64.137333,Swift-BAT,swift_bat3_grb_catalog
GRB 080802,1.34e-06,,270.726458,-32.333889,Swift-BAT,swift_bat3_grb_catalog
GRB 080804,3.8e-06,,328.6675,-53.18461,Swift-BAT,swift_bat3_grb_catalog
GRB 080805,2.65e-06,,314.222667,-62.444389,Swift-BAT,swift_bat3_grb_catalog
GRB 080810,4.64e-06,,356.793792,0.319806,Swift-BAT,swift_bat3_grb_catalog
GRB 080822B,0.0,,63.56,25.76,Swift-BAT,swift_bat3_grb_catalog
GRB 080825B,0.0,,209.200917,-68.955139,Swift-BAT,swift_bat3_grb_catalog
GRB 080828,0.0,,199.587542,-65.940111,Swift-BAT,swift_bat3_grb_catalog
GRB 080903,1.46e-06,,86.791875,51.264139,Swift-BAT,swift_bat3_grb_catalog
GRB 080905A,1.41e-07,,287.673875,-18.879806,Swift-BAT,swift_bat3_grb_catalog
GRB 080905B,1.81e-06,,301.741208,-62.563056,Swift-BAT,swift_bat3_grb_catalog
GRB 080906,3.65e-06,,228.044375,-80.517556,Swift-BAT,swift_bat3_grb_catalog
GRB 080913,5.71e-07,,65.72808,-25.1295,Swift-BAT,swift_bat3_grb_catalog
GRB 080915A,2.91e-07,,17.948542,-76.020361,Swift-BAT,swift_bat3_grb_catalog
GRB 080915B,1.04e-06,,213.088,-11.49,Swift-BAT,swift_bat3_grb_catalog
GRB 080916A,4.22e-06,,336.27583,-57.02303,Swift-BAT,swift_bat3_grb_catalog
GRB 080916B,6.37e-07,,163.66575,69.066083,Swift-BAT,swift_bat3_grb_catalog
GRB 080916C,0.0,,119.847167,-56.638333,Swift-BAT,swift_bat3_grb_catalog
GRB 080919,7.25e-08,,265.224083,-42.36825,Swift-BAT,swift_bat3_grb_catalog
GRB 080922,0.0,,270.838,-22.509,Swift-BAT,swift_bat3_grb_catalog
GRB 080928,2.42e-06,,95.07015,-55.199708,Swift-BAT,swift_bat3_grb_catalog
GRB 081001,0.0,,276.59075,-8.718806,Swift-BAT,swift_bat3_grb_catalog
GRB 081003A,0.0,,262.390125,16.570444,Swift-BAT,swift_bat3_grb_catalog
GRB 081003B,0.0,,285.0256,16.6914,Swift-BAT,swift_bat3_grb_catalog
GRB 081007,7.61e-07,,339.959951,-40.146994,Swift-BAT,swift_bat3_grb_catalog
GRB 081008,4.26e-06,,279.95833,-57.431111,Swift-BAT,swift_bat3_grb_catalog
GRB 081011,1.69e-07,,220.34428,33.54364,Swift-BAT,swift_bat3_grb_catalog
GRB 081012,1.12e-06,,30.200708,-17.638111,Swift-BAT,swift_bat3_grb_catalog
GRB 081016A,0.0,,255.570333,-23.335556,Swift-BAT,swift_bat3_grb_catalog
GRB 081016B,1.08e-07,,14.564333,-43.530139,Swift-BAT,swift_bat3_grb_catalog
GRB 081017,1.42e-06,,230.221,-32.784,Swift-BAT,swift_bat3_grb_catalog
GRB 081022,2.59e-06,,226.582,12.409,Swift-BAT,swift_bat3_grb_catalog
GRB 081024A,1.27e-07,,27.874208,61.331194,Swift-BAT,swift_bat3_grb_catalog
GRB 081024B,0.0,,322.9,21.204,Swift-BAT,swift_bat3_grb_catalog
GRB 081025,1.95e-06,,245.366458,60.475389,Swift-BAT,swift_bat3_grb_catalog
GRB 081028,3.95e-06,,121.894708,2.308083,Swift-BAT,swift_bat3_grb_catalog
GRB 081029,2.14e-06,,346.77229,-68.15549,Swift-BAT,swift_bat3_grb_catalog
GRB 081101,6.8e-08,,95.835,-0.105,Swift-BAT,swift_bat3_grb_catalog
GRB 081102,2.27e-06,,331.17325,52.994417,Swift-BAT,swift_bat3_grb_catalog
GRB 081104,2.1e-06,,100.488042,-54.719889,Swift-BAT,swift_bat3_grb_catalog
GRB 081105,0.0,,3.952208,3.470139,Swift-BAT,swift_bat3_grb_catalog
GRB 081109,4e-06,,330.7905,-54.710972,Swift-BAT,swift_bat3_grb_catalog
GRB 081109B,0.0,,350.132,-55.912,Swift-BAT,swift_bat3_grb_catalog
GRB 081118,1.15e-06,,82.592417,-43.301472,Swift-BAT,swift_bat3_grb_catalog
GRB 081121,4.23e-06,,89.275625,-60.602778,Swift-BAT,swift_bat3_grb_catalog
GRB 081126,3.45e-06,,323.51496,48.71064,Swift-BAT,swift_bat3_grb_catalog
GRB 081127,4.02e-07,,332.064375,6.850639,Swift-BAT,swift_bat3_grb_catalog
GRB 081128,2.32e-06,,20.804292,38.127139,Swift-BAT,swift_bat3_grb_catalog
GRB 081203A,7.83e-06,,233.031583,63.520778,Swift-BAT,swift_bat3_grb_catalog
GRB 081203B,0.0,,228.79863,44.42859,Swift-BAT,swift_bat3_grb_catalog
GRB 081204,0.0,,349.789375,-60.224889,Swift-BAT,swift_bat3_grb_catalog
GRB 081210,1.86e-06,,70.48417,-11.25741,Swift-BAT,swift_bat3_grb_catalog
GRB 081211A,1.3e-07,,328.11654,-33.83565,Swift-BAT,swift_bat3_grb_catalog
GRB 081211B,6.82e-07,,168.264042,53.829917,Swift-BAT,swift_bat3_grb_catalog
GRB 081221,1.89e-05,,15.792708,-24.548139,Swift-BAT,swift_bat3_grb_catalog
GRB 081222,5.22e-06,,22.739958,-34.094858,Swift-BAT,swift_bat3_grb_catalog
GRB 081224,0.0,,206.2,73.3,Swift-BAT,swift_bat3_grb_catalog
GRB 081226A,9.15e-08,,120.501375,-69.029556,Swift-BAT,swift_bat3_grb_catalog
GRB 081226B,0.0,,25.495,-47.439,Swift-BAT,swift_bat3_grb_catalog
GRB 081228,9.27e-08,,39.46225,30.852917,Swift-BAT,swift_bat3_grb_catalog
GRB 081230,9.18e-07,,37.331292,-25.147208,Swift-BAT,swift_bat3_grb_catalog
GRB 090102,7.06e-06,,128.243917,33.114194,Swift-BAT,swift_bat3_grb_catalog
GRB 090107A,2.31e-07,,302.408,4.747,Swift-BAT,swift_bat3_grb_catalog
GRB 090107B,0.0,,284.817333,59.595278,Swift-BAT,swift_bat3_grb_catalog
GRB 090111,6.66e-07,,251.675208,0.077556,Swift-BAT,swift_bat3_grb_catalog
GRB 090113,7.75e-07,,32.0575,33.428417,Swift-BAT,swift_bat3_grb_catalog
GRB 090117A,0.0,,164.043667,-58.2335,Swift-BAT,swift_bat3_grb_catalog
GRB 090118,4.96e-07,,49.82825,18.415333,Swift-BAT,swift_bat3_grb_catalog
GRB 090123,2.9e-06,,6.78639,-23.50113,Swift-BAT,swift_bat3_grb_catalog
GRB 090126A,0.0,,3.659833,81.373417,Swift-BAT,swift_bat3_grb_catalog
GRB 090129,2.21e-06,,269.105,-32.793,Swift-BAT,swift_bat3_grb_catalog
GRB 090201,3.14e-05,,92.052,-46.590056,Swift-BAT,swift_bat3_grb_catalog
GRB 090205,1.73e-07,,220.911042,-27.852972,Swift-BAT,swift_bat3_grb_catalog
GRB 090217,0.0,,204.9,-8.4,Swift-BAT,swift_bat3_grb_catalog
GRB 090301A,2.41e-05,,338.142,26.639,Swift-BAT,swift_bat3_grb_catalog
GRB 090305A,7.54e-08,,241.781708,-31.556083,Swift-BAT,swift_bat3_grb_catalog
GRB 090306B,3.27e-06,,231.208208,-6.968,Swift-BAT,swift_bat3_grb_catalog
GRB 090307,2.68e-07,,244.993958,-28.6335,Swift-BAT,swift_bat3_grb_catalog
GRB 090308,2.2e-07,,183.500667,-48.81675,Swift-BAT,swift_bat3_grb_catalog
GRB 090309,1.4e-07,,284.973708,-25.261333,Swift-BAT,swift_bat3_grb_catalog
GRB 090313,1.51e-06,,198.400875,8.097,Swift-BAT,swift_bat3_grb_catalog
GRB 090323,0.0,,190.70955,17.053306,Swift-BAT,swift_bat3_grb_catalog
GRB 090328A,0.0,,90.665292,-41.881611,Swift-BAT,swift_bat3_grb_catalog
GRB 090401A,1.12e-05,,350.921,29.763,Swift-BAT,swift_bat3_grb_catalog
GRB 090401B,1.07e-05,,95.08775,-8.97199,Swift-BAT,swift_bat3_grb_catalog
GRB 090404,3.12e-06,,239.239667,35.515972,Swift-BAT,swift_bat3_grb_catalog
GRB 090407,1.14e-06,,68.979458,-12.679194,Swift-BAT,swift_bat3_grb_catalog
GRB 090410,5.85e-06,,334.958,15.421,Swift-BAT,swift_bat3_grb_catalog
GRB 090417A,2.23e-08,,34.993,-7.146,Swift-BAT,swift_bat3_grb_catalog
GRB 090417B,2.25e-06,,209.6945,47.017972,Swift-BAT,swift_bat3_grb_catalog
GRB 090418A,4.66e-06,,269.313208,33.405872,Swift-BAT,swift_bat3_grb_catalog
GRB 090418B,1.67e-05,,225.91,17.22,Swift-BAT,swift_bat3_grb_catalog
GRB 090419,2.7e-06,,196.929708,-75.606222,Swift-BAT,swift_bat3_grb_catalog
GRB 090422,2.37e-07,,294.749583,40.384222,Swift-BAT,swift_bat3_grb_catalog
GRB 090423,6.25e-07,,148.888708,18.149389,Swift-BAT,swift_bat3_grb_catalog
GRB 090424,2.18e-05,,189.52125,16.837422,Swift-BAT,swift_bat3_grb_catalog
GRB 090426,1.85e-07,,189.075292,32.986,Swift-BAT,swift_bat3_grb_catalog
GRB 090429A,1.09e-06,,90.555375,-52.387417,Swift-BAT,swift_bat3_grb_catalog
GRB 090429B,3.29e-07,,210.666875,32.170644,Swift-BAT,swift_bat3_grb_catalog
GRB 090509,3.31e-06,,241.412458,-28.399639,Swift-BAT,swift_bat3_grb_catalog
GRB 090510,6.17e-07,,333.552333,-26.583056,Swift-BAT,swift_bat3_grb_catalog
GRB 090515,2.23e-08,,164.15125,14.441889,Swift-BAT,swift_bat3_grb_catalog
GRB 090516,9.17e-06,,138.260917,-11.854278,Swift-BAT,swift_bat3_grb_catalog
GRB 090518,6.56e-07,,119.954583,0.759333,Swift-BAT,swift_bat3_grb_catalog
GRB 090519,1.18e-06,,142.279167,0.180306,Swift-BAT,swift_bat3_grb_catalog
GRB 090520,0.0,,11.62,-8.0,Swift-BAT,swift_bat3_grb_catalog
GRB 090529A,0.0,,212.46892,24.458944,Swift-BAT,swift_bat3_grb_catalog
GRB 090530,1.09e-06,,179.41873,26.594,Swift-BAT,swift_bat3_grb_catalog
GRB 090531A,1.54e-06,,178.664,7.83,Swift-BAT,swift_bat3_grb_catalog
GRB 090531B,6.13e-07,,252.074667,-36.034361,Swift-BAT,swift_bat3_grb_catalog
GRB 090607,1.14e-07,,191.167708,44.105833,Swift-BAT,swift_bat3_grb_catalog
GRB 090618,0.000109,,293.99456,78.35676,Swift-BAT,swift_bat3_grb_catalog
GRB 090621A,0.0,,11.021333,61.941083,Swift-BAT,swift_bat3_grb_catalog
GRB 090621B,7.32e-08,,313.470667,69.028167,Swift-BAT,swift_bat3_grb_catalog
GRB 090625B,0.0,,2.264417,-65.780361,Swift-BAT,swift_bat3_grb_catalog
GRB 090628,9.04e-07,,237.053208,-15.984667,Swift-BAT,swift_bat3_grb_catalog
GRB 090702,0.0,,175.897458,11.501806,Swift-BAT,swift_bat3_grb_catalog
GRB 090708,5.01e-07,,154.635,26.612,Swift-BAT,swift_bat3_grb_catalog
GRB 090709A,2.53e-05,,289.927667,60.727583,Swift-BAT,swift_bat3_grb_catalog
GRB 090709B,1.47e-06,,93.506,64.074,Swift-BAT,swift_bat3_grb_catalog
GRB 090712,3.88e-06,,70.094,22.525,Swift-BAT,swift_bat3_grb_catalog
GRB 090715A,9.52e-07,,152.115,10.005,Swift-BAT,swift_bat3_grb_catalog
GRB 090715B,5.67e-06,,251.340292,44.839167,Swift-BAT,swift_bat3_grb_catalog
GRB 090720A,8.83e-07,,203.680542,-10.334694,Swift-BAT,swift_bat3_grb_catalog
GRB 090726,7.87e-07,,248.67935,72.884672,Swift-BAT,swift_bat3_grb_catalog
GRB 090727,1.42e-06,,315.960833,64.925,Swift-BAT,swift_bat3_grb_catalog
GRB 090728,1.09e-06,,29.6525,41.633222,Swift-BAT,swift_bat3_grb_catalog
GRB 090807A,2.18e-06,,273.744042,10.265944,Swift-BAT,swift_bat3_grb_catalog
GRB 090809A,3.65e-07,,328.679938,-0.083842,Swift-BAT,swift_bat3_grb_catalog
GRB 090812,5.73e-06,,353.202292,-10.604722,Swift-BAT,swift_bat3_grb_catalog
GRB 090813,1.33e-06,,225.785333,88.568194,Swift-BAT,swift_bat3_grb_catalog
GRB 090814A,1.27e-06,,239.609792,25.631222,Swift-BAT,swift_bat3_grb_catalog
GRB 090814B,0.0,,64.757375,60.590333,Swift-BAT,swift_bat3_grb_catalog
GRB 090815C,4.47e-08,,64.498,-65.945,Swift-BAT,swift_bat3_grb_catalog
GRB 090817,0.0,,63.965792,44.128806,Swift-BAT,swift_bat3_grb_catalog
GRB 090823,0.0,,128.677583,60.650556,Swift-BAT,swift_bat3_grb_catalog
GRB 090827,1.19e-06,,18.451,-50.896389,Swift-BAT,swift_bat3_grb_catalog
GRB 090831C,3.81e-07,,108.294292,-25.118667,Swift-BAT,swift_bat3_grb_catalog
GRB 090902B,0.0,,264.939208,27.324194,Swift-BAT,swift_bat3_grb_catalog
GRB 090904A,2.89e-06,,100.884708,50.203444,Swift-BAT,swift_bat3_grb_catalog
GRB 090904B,1.27e-05,,264.185792,-25.212917,Swift-BAT,swift_bat3_grb_catalog
GRB 090912,4.48e-06,,188.042917,61.484639,Swift-BAT,swift_bat3_grb_catalog
GRB 090915,6.05e-07,,238.02016,15.48772,Swift-BAT,swift_bat3_grb_catalog
GRB 090916,9.38e-07,,126.582,25.941,Swift-BAT,swift_bat3_grb_catalog
GRB 090926A,0.0,,353.400154,-66.324067,Swift-BAT,swift_bat3_grb_catalog
GRB 090926B,7.13e-06,,46.308083,-39.006167,Swift-BAT,swift_bat3_grb_catalog
GRB 090927,1.98e-07,,343.972583,-70.980428,Swift-BAT,swift_bat3_grb_catalog
GRB 090929A,0.0,,56.494,-5.952,Swift-BAT,swift_bat3_grb_catalog
GRB 090929B,5.82e-06,,117.720167,-0.657556,Swift-BAT,swift_bat3_grb_catalog
GRB 091003,0.0,,251.519529,36.625211,Swift-BAT,swift_bat3_grb_catalog
GRB 091010,0.0,,298.665583,-22.518056,Swift-BAT,swift_bat3_grb_catalog
GRB 091018,1.43e-06,,32.18588,-57.54827,Swift-BAT,swift_bat3_grb_catalog
GRB 091020,3.8e-06,,175.73,50.97833,Swift-BAT,swift_bat3_grb_catalog
GRB 091024,5.98e-06,,339.24875,56.889833,Swift-BAT,swift_bat3_grb_catalog
GRB 091026,2.03e-06,,276.574292,-86.111556,Swift-BAT,swift_bat3_grb_catalog
GRB 091029,2.41e-06,,60.17745,-55.95557,Swift-BAT,swift_bat3_grb_catalog
GRB 091102,5.25e-07,,72.615542,-72.519694,Swift-BAT,swift_bat3_grb_catalog
GRB 091104,7.61e-07,,208.756042,47.41075,Swift-BAT,swift_bat3_grb_catalog
GRB 091109A,1.64e-06,,309.25749,-44.158222,Swift-BAT,swift_bat3_grb_catalog
GRB 091109B,1.95e-07,,112.735875,-54.089681,Swift-BAT,swift_bat3_grb_catalog
GRB 091111,0.0,,137.825,-45.925472,Swift-BAT,swift_bat3_grb_catalog
GRB 091112,2.09e-06,,257.753,-36.729,Swift-BAT,swift_bat3_grb_catalog
GRB 091117A,4.32e-07,,30.966,-16.943,Swift-BAT,swift_bat3_grb_catalog
GRB 091127,8.44e-06,,36.582875,-18.952389,Swift-BAT,swift_bat3_grb_catalog
GRB 091130B,1.46e-06,,203.148292,34.088778,Swift-BAT,swift_bat3_grb_catalog
GRB 091202,0.0,,138.832292,62.549722,Swift-BAT,swift_bat3_grb_catalog
GRB 091208A,1.8e-06,,0.274,65.67,Swift-BAT,swift_bat3_grb_catalog
GRB 091208B,3.2e-06,,29.39204,16.88967,Swift-BAT,swift_bat3_grb_catalog
GRB 091221,5.65e-06,,55.7975,23.24119,Swift-BAT,swift_bat3_grb_catalog
GRB 091230,0.0,,132.91325,-53.897972,Swift-BAT,swift_bat3_grb_catalog
GRB 100103A,0.0,,112.372958,-34.489917,Swift-BAT,swift_bat3_grb_catalog
GRB 100111A,6.67e-07,,247.04833,15.55064,Swift-BAT,swift_bat3_grb_catalog
GRB 100115A,0.0,,3.366875,-0.825667,Swift-BAT,swift_bat3_grb_catalog
GRB 100117A,9.3e-08,,11.269417,-1.594969,Swift-BAT,swift_bat3_grb_catalog
GRB 100119A,1.45e-05,,299.308,-53.149,Swift-BAT,swift_bat3_grb_catalog
GRB 100203A,0.0,,96.225,4.793,Swift-BAT,swift_bat3_grb_catalog
GRB 100205A,3.98e-07,,141.387583,31.740278,Swift-BAT,swift_bat3_grb_catalog
GRB 100206A,1.4e-07,,47.162625,13.157028,Swift-BAT,swift_bat3_grb_catalog
GRB 100212A,1.09e-06,,356.417625,49.494639,Swift-BAT,swift_bat3_grb_catalog
GRB 100213A,2.6e-07,,349.391833,43.379028,Swift-BAT,swift_bat3_grb_catalog
GRB 100213B,1.17e-06,,124.283083,43.448594,Swift-BAT,swift_bat3_grb_catalog
GRB 100216A,4.7e-08,,154.263,35.524,Swift-BAT,swift_bat3_grb_catalog
GRB 100219A,4.28e-07,,154.202042,-12.566806,Swift-BAT,swift_bat3_grb_catalog
GRB 100302A,2.98e-07,,195.516125,74.590139,Swift-BAT,swift_bat3_grb_catalog
GRB 100305A,1.46e-06,,168.367917,42.402917,Swift-BAT,swift_bat3_grb_catalog
GRB 100316A,8.24e-07,,251.97875,71.827083,Swift-BAT,swift_bat3_grb_catalog
GRB 100316B,2.05e-07,,163.48809,-45.47265,Swift-BAT,swift_bat3_grb_catalog
GRB 100316C,1.73e-07,,32.28725,-67.991444,Swift-BAT,swift_bat3_grb_catalog
GRB 100316D,3.42e-06,,107.62725,-56.255556,Swift-BAT,swift_bat3_grb_catalog
GRB 100322B,5e-08,,76.489,42.685,Swift-BAT,swift_bat3_grb_catalog
GRB 100324A,7e-08,,98.612,-9.735,Swift-BAT,swift_bat3_grb_catalog
GRB 100331A,0.0,,261.0831,-58.943,Swift-BAT,swift_bat3_grb_catalog
GRB 100331B,0.0,,303.021417,-11.108111,Swift-BAT,swift_bat3_grb_catalog
GRB 100401A,3.6e-08,,290.813,-8.257,Swift-BAT,swift_bat3_grb_catalog
GRB 100413A,6.16e-06,,266.2215,15.834222,Swift-BAT,swift_bat3_grb_catalog
GRB 100413B,4.3e-07,,356.8264,51.2704,Swift-BAT,swift_bat3_grb_catalog
