name,written_at,event_count,hemisphere_imbalance,preferred_axis_score,energy_time_r,cluster_score,hemi_percentile,axis_percentile,et_r_percentile,clust_percentile,signal_tier,max_percentile
energy_delay_run,2026-04-21T05:54:28.116936Z,300,0.006666666666666667,0.05025581042302982,-0.2548926144789417,1.0686666666666667,0.0,0.0,1.0,0.28,strong_anomaly_like_deviation,1.0
energy_delay_run,2026-04-21T05:54:37.142163Z,300,0.006666666666666667,0.05025581042302982,-0.2548926144789417,1.0686666666666667,0.0,0.0,1.0,0.28,strong_anomaly_like_deviation,1.0
