condition,detector_overlap,bin_index,screen_position,probability,hit_count
two_slit_which_path,0.0,40,-23.91959799,0.8246072860252984,101
two_slit_which_path,0.0,41,-23.51758794,0.8299895041075919,90
two_slit_which_path,0.0,42,-23.11557789,0.8353076567823832,117
two_slit_which_path,0.0,43,-22.71356784,0.8405604575585008,112
two_slit_which_path,0.0,44,-22.31155779,0.8457466332991941,103
two_slit_which_path,0.0,45,-21.90954774,0.8508649246428732,99
two_slit_which_path,0.0,46,-21.50753769,0.8559140864198229,97
two_slit_which_path,0.0,47,-21.10552764,0.8608928880647277,96
two_slit_which_path,0.0,48,-20.70351759,0.8658001140248462,98
two_slit_which_path,0.0,49,-20.30150754,0.8706345641636777,81
two_slit_which_path,0.0,50,-19.89949749,0.8753950541599623,102
two_slit_which_path,0.0,51,-19.49748744,0.8800804159018619,100
two_slit_which_path,0.0,52,-19.09547739,0.8846894978761641,98
two_slit_which_path,0.0,53,-18.69346734,0.8892211655523636,89
two_slit_which_path,0.0,54,-18.29145729,0.8936743017614628,88
two_slit_which_path,0.0,55,-17.88944724,0.8980478070693523,106
two_slit_which_path,0.0,56,-17.48743719,0.9023406001446206,105
two_slit_which_path,0.0,57,-17.08542714,0.906551618120647,97
two_slit_which_path,0.0,58,-16.68341709,0.9106798169518426,118
two_slit_which_path,0.0,59,-16.28140704,0.9147241717638939,104
two_slit_which_path,0.0,60,-15.87939698,0.9186836772953045,100
two_slit_which_path,0.0,61,-15.47738693,0.9225573478433753,112
two_slit_which_path,0.0,62,-15.07537688,0.9263442181866424,92
two_slit_which_path,0.0,63,-14.67336683,0.9300433435136822,110
two_slit_which_path,0.0,64,-14.27135678,0.9336537998409202,111
two_slit_which_path,0.0,65,-13.86934673,0.9371746843241058,118
two_slit_which_path,0.0,66,-13.46733668,0.9406051155628812,120
